date, pm25, pm10, o3, no2, so2, co
2023/1/21, , , 16, , , 
2023/1/22, , , 4, , , 
2023/1/24, , , 9, , , 
2023/1/25, , , 22, 1, , 
2023/1/27, , , 4, 1, , 
2023/1/30, , , 20, , , 
2023/1/31, , , 26, 1, , 
2023/2/1, , , 9, , , 
2023/2/10, , , 5, , , 
2023/2/11, , , 10, 1, , 
2023/2/12, , , 9, , , 
2023/2/15, , , 5, , , 
2023/2/19, , , 8, , , 
2023/2/20, , , 22, , , 
2023/2/22, , , 16, , , 
2023/2/25, , , 7, , , 
2023/2/26, , , 23, , , 
2023/2/28, , , 31, 1, , 
2023/3/1, , , 4, , , 
2023/3/2, , , 17, , , 
2023/3/3, , , 13, , , 
2023/3/4, , , 8, 1, , 
2022/10/1, , , 13, , , 
2022/10/2, , , 13, , , 
2022/10/3, , , 13, , , 
2022/10/4, , , 10, 1, , 
2022/10/5, , , 12, , , 
2022/10/6, , , 14, , , 
2022/10/7, , , 14, , , 
2022/10/8, , , 13, , , 
2022/10/9, , , 7, 1, , 
2022/10/10, , , 11, , , 
2022/10/11, , , 14, 1, , 
2022/10/12, , , 15, 1, , 
2022/10/13, , , 17, , , 
2022/10/14, , , 12, 1, , 
2022/10/15, , , 11, 1, , 
2022/10/16, , , 11, , , 
2022/10/17, , , 12, , , 
2022/10/18, , , 12, 1, , 
2022/10/19, , , 14, , , 
2022/10/20, , , 3, , , 
2022/10/21, , , 4, , , 
2022/10/22, , , 4, 1, , 
2022/10/23, , , 10, , , 
2022/10/24, , , 13, , , 
2022/10/25, , , 20, , , 
2022/10/26, , , 13, , , 
2022/10/27, , , 13, , , 
2022/10/28, , , 28, , , 
2022/10/29, , , 17, , , 
2022/10/30, , , 9, 1, , 
2022/10/31, , , 12, , , 
2022/11/1, , , 11, 1, , 
2022/11/2, , , 8, , , 
2022/11/3, , , 11, , , 
2022/11/4, , , 17, 1, , 
2022/11/5, , , 8, , , 
2022/11/6, , , 23, , , 
2022/11/7, , , 18, 1, , 
2022/11/8, , , 14, , , 
2022/11/9, , , 16, 1, , 
2022/11/10, , , 13, , , 
2022/11/11, , , 15, , , 
2022/11/12, , , 19, 1, , 
2022/11/13, , , 18, , , 
2022/11/14, , , 6, 1, , 
2022/11/15, , , 5, , , 
2022/11/16, , , 13, , , 
2022/11/17, , , 10, , , 
2022/11/18, , , 12, , , 
2022/11/19, , , 7, , , 
2022/11/20, , , 10, , , 
2022/11/21, , , 16, 1, , 
2022/11/22, , , 12, 1, , 
2022/11/23, , , 9, , , 
2022/11/24, , , 4, 1, , 
2022/11/25, , , 5, , , 
2022/11/26, , , 5, 1, , 
2022/11/27, , , 9, , , 
2022/11/28, , , 10, , , 
2022/11/29, , , 11, , , 
2022/11/30, , , 8, , , 
2022/12/1, , , 3, , , 
2022/12/2, , , 4, , , 
2022/12/3, , , 6, , , 
2022/12/4, , , 4, , , 
2022/12/5, , , 3, , , 
2022/12/6, , , 9, , , 
2022/12/7, , , 3, 1, , 
2022/12/8, , , 3, , , 
2022/12/9, , , 3, 1, , 
2022/12/10, , , 3, , , 
2022/12/11, , , 3, 1, , 
2022/12/12, , , 7, 1, , 
2022/12/13, , , 17, 1, , 
2022/12/14, , , 9, , , 
2022/12/15, , , 26, 1, , 
2022/12/16, , , 13, , , 
2022/12/18, , , 11, 1, , 
2022/12/19, , , 18, , , 
2022/12/20, , , 2, 1, , 
2022/12/21, , , 13, , , 
2022/12/24, , , 15, , , 
2022/12/29, , , 3, 1, , 
2022/12/30, , , 3, , , 
2022/12/31, , , 3, 1, , 
2023/1/1, , , 20, , , 
2022/7/3, , , 16, , , 
2022/7/4, , , 18, , , 
2022/7/10, , , 12, , , 
2022/7/11, , , 13, , , 
2022/7/12, , , 12, , , 
2022/7/13, , , 7, , , 
2022/7/14, , , 14, , , 
2022/7/18, , , 18, , , 
2022/7/19, , , 13, , , 
2022/7/20, , , 11, 1, , 
2022/7/21, , , 11, , , 
2022/7/22, , , 17, , , 
2022/7/23, , , 16, , , 
2022/7/24, , , 22, , , 
2022/7/25, , , 28, 1, , 
2022/7/26, , , 15, 1, , 
2022/7/27, , , 15, , , 
2022/7/28, , , 28, 1, , 
2022/7/29, , , 14, 1, , 
2022/7/30, , , 22, , , 
2022/7/31, , , 16, , , 
2022/8/1, , , 16, , , 
2022/8/2, , , 16, , , 
2022/8/8, , , 9, 1, , 
2022/8/9, , , 7, , , 
2022/8/10, , , 7, 1, , 
2022/8/11, , , 6, , , 
2022/8/12, , , 19, , , 
2022/8/13, , , 5, , , 
2022/8/14, , , 8, , , 
2022/8/16, , , 11, , , 
2022/8/17, , , 15, 1, , 
2022/8/18, , , 18, , , 
2022/8/19, , , 13, , , 
2022/8/20, , , 9, , , 
2022/8/27, , , 14, , , 
2022/8/28, , , 15, , , 
2022/9/2, , , 20, , , 
2022/9/3, , , 5, 1, , 
2022/9/5, , , 8, , , 
2022/9/6, , , 17, , , 
2022/9/10, , , 14, , , 
2022/9/12, , , 12, 1, , 
2022/9/15, , , 12, , , 
2022/9/16, , , 12, , , 
2022/9/17, , , 13, , , 
2022/9/18, , , 16, 1, , 
2022/9/19, , , 14, , , 
2022/9/20, , , 12, , , 
2022/9/21, , , 13, 1, , 
2022/9/22, , , 9, , , 
2022/9/23, , , 12, 1, , 
2022/9/24, , , 12, , , 
2022/9/25, , , 13, , , 
2022/9/26, , , 16, 1, , 
2022/9/27, , , 5, , , 
2022/9/28, , , 8, , , 
2022/9/29, , , 9, 1, , 
2022/9/30, , , 9, , , 
2022/4/30, , , 8, 1, , 
2022/5/7, , , 14, , , 
2022/5/8, , , 10, , , 
2022/5/9, , , 15, , , 
2022/5/10, , , 21, , , 
2022/5/14, , , 6, 2, , 
2022/5/22, , , 5, , , 
2022/5/23, , , 5, 1, , 
2022/6/6, , , 10, 1, , 
2022/6/10, , , 8, , , 
2022/6/11, , , 14, 1, , 
2022/6/12, , , 18, , , 
2022/6/13, , , 7, , , 
2022/6/17, , , 5, 1, , 
2022/6/18, , , 10, , , 
2022/6/29, , , 19, , , 
2021/10/17, , , 6, , , 
2021/10/24, , , 14, 1, , 
2021/11/4, , , 10, , , 
2021/1/30, , , 2, 12, , 
2020/7/1, , , 51, 10, , 2
2020/7/2, , , 37, 10, , 2
2020/7/3, , , 35, 6, , 1
2020/7/4, , , 35, 8, , 1
2020/7/5, , , 35, 8, , 1
2020/7/6, , , 38, 6, , 1
2020/7/7, , , 36, 7, , 2
2020/7/8, , , 32, 9, , 3
2020/6/28, , , 51, 7, , 1
2020/6/29, , , 48, 7, , 1
2020/6/30, , , 46, 9, , 2
2023/1/2, , , , 1, , 
2023/1/16, , , , 1, , 
2023/2/2, , , , 1, , 
2023/2/16, , , , 1, , 
2023/2/21, , , , 1, , 
2023/2/24, , , , 1, , 
2022/12/23, , , , 1, , 
2022/12/27, , , , 1, , 
2022/8/15, , , , 1, , 
2020/1/3, , , , 14, , 2
2020/1/4, , , , 12, , 2
2016/11/15, , , , , 64, 7
2016/11/16, , , , , 63, 6
2014/8/17, , , , 6, , 
2019/1/12, , , , , 2, 
2019/1/13, , , , , 2, 
2018/10/1, , , , , 29, 
2018/10/2, , , , , 29, 
2018/10/3, , , , , 29, 
2018/10/4, , , , , 30, 
2018/10/5, , , , , 29, 
2018/10/6, , , , , 30, 
2018/10/7, , , , , 30, 
2018/10/8, , , , , 30, 
2018/10/9, , , , , 30, 
2018/10/10, , , , , 29, 
2018/10/11, , , , , 30, 
2018/10/12, , , , , 30, 
2018/10/13, , , , , 30, 
2018/10/14, , , , , 30, 
2018/10/15, , , , , 30, 
2018/10/16, , , , , 30, 
2018/10/17, , , , , 29, 
2018/10/18, , , , , 30, 
2018/10/19, , , , , 30, 
2018/10/20, , , , , 29, 
2018/10/21, , , , , 30, 
2018/10/22, , , , , 30, 
2018/10/23, , , , , 29, 
2018/10/24, , , , , 30, 
2018/10/25, , , , , 31, 
2018/10/26, , , , , 36, 
2018/10/27, , , , , 44, 
2018/10/28, , , , , 45, 
2018/10/29, , , , , 46, 
2018/10/30, , , , , 47, 
2018/10/31, , , , , 88, 
2018/11/1, , , , , 5, 
2018/11/2, , , , , , 
2018/11/3, , , , , , 
2018/11/4, , , , , , 
2018/11/5, , , , , , 
2018/11/6, , , , , , 
2018/11/7, , , , , , 
2018/11/8, , , , , 1, 
2018/11/9, , , , , , 
2018/11/10, , , , , , 
2018/11/11, , , , , , 
2018/11/12, , , , , , 
2018/11/13, , , , , , 
2018/11/14, , , , , , 
2018/11/15, , , , , 1, 
2018/11/16, , , , , , 
2018/11/17, , , , , , 
2018/11/18, , , , , , 
2018/11/19, , , , , , 
2018/11/20, , , , , , 
2018/11/21, , , , , , 
2018/11/22, , , , , 1, 
2018/7/1, , , , , 30, 
2018/7/2, , , , , 32, 
2018/8/8, , , , , 29, 
2018/8/9, , , , , 29, 
2018/8/10, , , , , 29, 
2018/8/11, , , , , 29, 
2018/8/12, , , , , 30, 
2018/8/13, , , , , 30, 
2018/8/14, , , , , 30, 
2018/8/15, , , , , 30, 
2018/8/16, , , , , 29, 
2018/8/17, , , , , 28, 
2018/8/18, , , , , 28, 
2018/8/19, , , , , 28, 
2018/8/20, , , , , 29, 
2018/8/21, , , , , 29, 
2018/8/22, , , , , 29, 
2018/8/23, , , , , 29, 
2018/8/24, , , , , 30, 
2018/8/25, , , , , 37, 
2018/8/26, , , , , 34, 
2018/8/27, , , , , 30, 
2018/8/28, , , , , 29, 
2018/8/29, , , , , 29, 
2018/8/30, , , , , 29, 
2018/8/31, , , , , 29, 
2018/9/1, , , , , 29, 
2018/9/2, , , , , 29, 
2018/9/3, , , , , 29, 
2018/9/4, , , , , 29, 
2018/9/5, , , , , 29, 
2018/9/6, , , , , 29, 
2018/9/7, , , , , 29, 
2018/9/8, , , , , 29, 
2018/9/9, , , , , 29, 
2018/9/10, , , , , 29, 
2018/9/11, , , , , 29, 
2018/9/12, , , , , 29, 
2018/9/13, , , , , 29, 
2018/9/14, , , , , 28, 
2018/9/15, , , , , 28, 
2018/9/16, , , , , 32, 
2018/9/17, , , , , 30, 
2018/9/18, , , , , 29, 
2018/9/19, , , , , 29, 
2018/9/20, , , , , 29, 
2018/9/21, , , , , 29, 
2018/9/22, , , , , 29, 
2018/9/23, , , , , 29, 
2018/9/24, , , , , 30, 
2018/9/25, , , , , 30, 
2018/9/26, , , , , 30, 
2018/9/27, , , , , 29, 
2018/9/28, , , , , 29, 
2018/9/29, , , , , 29, 
2018/9/30, , , , , 29, 
2018/4/1, , , , , 21, 
2018/4/2, , , , , 23, 
2018/4/3, , , , , 19, 
2018/4/4, , , , , 19, 
2018/4/5, , , , , 17, 
2018/4/6, , , , , 15, 
2018/4/7, , , , , 19, 
2018/4/19, , , , , 22, 
2018/4/23, , , , , 26, 
2018/4/24, , , , , 22, 
2018/4/25, , , , , 17, 
2018/4/26, , , , , 20, 
2018/4/27, , , , , 17, 
2018/4/28, , , , , 23, 
2018/4/29, , , , , 23, 
2018/4/30, , , , , 22, 
2018/5/1, , , , , 22, 
2018/5/2, , , , , 18, 
2018/5/8, , , , , 26, 
2018/5/9, , , , , 24, 
2018/5/23, , , , , 14, 
2018/5/24, , , , , 13, 
2018/5/28, , , , , 4, 
2018/5/29, , , , , 6, 
2018/5/30, , , , , 14, 
2018/5/31, , , , , 26, 
2018/6/1, , , , , 26, 
2018/6/2, , , , , 25, 
2018/6/3, , , , , 49, 
2018/6/4, , , , , 25, 
2018/6/5, , , , , 25, 
2018/6/6, , , , , 25, 
2018/6/7, , , , , 25, 
2018/6/8, , , , , 26, 
2018/6/9, , , , , 26, 
2018/6/10, , , , , 26, 
2018/6/11, , , , , 26, 
2018/6/12, , , , , 26, 
2018/6/13, , , , , 27, 
2018/6/14, , , , , 26, 
2018/6/15, , , , , 26, 
2018/6/16, , , , , 25, 
2018/6/17, , , , , 25, 
2018/6/18, , , , , 25, 
2018/6/19, , , , , 26, 
2018/6/22, , , , , 26, 
2018/6/23, , , , , 27, 
2018/6/24, , , , , 28, 
2018/6/25, , , , , 29, 
2018/6/26, , , , , 28, 
2018/6/27, , , , , 29, 
2018/6/28, , , , , 30, 
2018/6/29, , , , , 30, 
2018/6/30, , , , , 38, 
2018/1/1, , , , , 15, 
2018/1/2, , , , , 12, 
2018/1/3, , , , , 14, 
2018/1/4, , , , , 15, 
2018/1/5, , , , , 15, 
2018/1/6, , , , , 14, 
2018/1/7, , , , , 25, 
2018/1/8, , , , , 13, 
2018/1/9, , , , , 10, 
2018/1/10, , , , , 12, 
2018/1/11, , , , , 13, 
2018/1/12, , , , , 14, 
2018/1/13, , , , , 13, 
2018/1/14, , , , , 14, 
2018/1/15, , , , , 14, 
2018/1/16, , , , , 14, 
2018/1/17, , , , , 15, 
2018/1/18, , , , , 16, 
2018/1/19, , , , , 23, 
2018/1/20, , , , , 21, 
2018/1/21, , , , , 23, 
2018/1/22, , , , , 22, 
2018/1/23, , , , , 19, 
2018/1/24, , , , , 18, 
2018/1/25, , , , , 22, 
2018/1/26, , , , , 20, 
2018/1/27, , , , , 14, 
2018/1/28, , , , , 15, 
2018/1/29, , , , , 8, 
2018/1/30, , , , , 8, 
2018/1/31, , , , , 9, 
2018/2/1, , , , , 12, 
2018/2/2, , , , , 11, 
2018/2/3, , , , , 13, 
2018/2/4, , , , , 12, 
2018/2/5, , , , , 10, 
2018/2/6, , , , , 11, 
2018/2/7, , , , , 12, 
2018/2/8, , , , , 13, 
2018/2/9, , , , , 15, 
2018/2/10, , , , , 15, 
2018/2/11, , , , , 13, 
2018/2/12, , , , , 12, 
2018/2/13, , , , , 13, 
2018/2/14, , , , , 10, 
2018/2/15, , , , , 13, 
2018/2/16, , , , , 14, 
2018/2/17, , , , , 16, 
2018/2/18, , , , , 15, 
2018/2/19, , , , , 15, 
2018/2/20, , , , , 16, 
2018/2/21, , , , , 17, 
2018/2/22, , , , , 15, 
2018/2/23, , , , , 11, 
2018/2/26, , , , , 18, 
2018/2/27, , , , , 15, 
2018/2/28, , , , , 19, 
2018/3/1, , , , , 19, 
2018/3/2, , , , , 20, 
2018/3/3, , , , , 20, 
2018/3/4, , , , , 22, 
2018/3/5, , , , , 22, 
2018/3/6, , , , , 20, 
2018/3/7, , , , , 21, 
2018/3/8, , , , , 16, 
2018/3/9, , , , , 17, 
2018/3/10, , , , , 17, 
2018/3/11, , , , , 15, 
2018/3/12, , , , , 14, 
2018/3/13, , , , , 17, 
2018/3/14, , , , , 18, 
2018/3/15, , , , , 20, 
2018/3/16, , , , , 19, 
2018/3/17, , , , , 21, 
2018/3/18, , , , , 20, 
2018/3/19, , , , , 21, 
2018/3/20, , , , , 20, 
2018/3/30, , , , , 21, 
2018/3/31, , , , , 21, 
2017/12/25, , , , , 23, 
2017/12/28, , , , , 13, 
2017/12/29, , , , , 14, 
2017/12/30, , , , , 14, 
2017/12/31, , , , , 13, 
