date, pm25, pm10, o3, no2, so2, co
2024/4/1, 83, 40, , 1, 13, 
2024/4/2, 65, 42, , 1, 13, 
2024/4/3, 70, 49, , 1, 12, 
2024/4/4, 78, 35, , 1, 13, 
2024/4/5, 52, 28, , 1, 13, 
2024/4/6, 43, 34, , 1, 13, 
2024/4/7, 51, 16, , 1, 13, 
2024/4/8, 24, 22, , 1, 13, 
2024/4/9, 31, 57, , , 13, 
2024/4/10, 75, 52, , 1, 14, 
2024/4/11, 72, 35, , , 13, 
2024/4/12, 54, 30, , , 13, 
2024/4/13, 47, 38, , 1, 13, 
2024/4/14, 61, 38, , 1, 13, 
2024/4/15, 60, 27, , , 13, 
2024/4/16, 42, 35, , , 13, 
2024/4/17, 55, 42, , 1, 13, 
2024/4/18, 57, 38, , 1, 13, 
2024/4/19, 58, 32, , 1, 13, 
2024/4/20, 51, 35, , , 13, 
2024/4/21, 50, 31, , , 14, 
2024/4/22, 49, 26, , 20, 14, 
2024/4/23, 41, 23, , 1, 14, 
2024/4/24, 34, 32, , 1, 13, 
2024/4/25, 51, 40, , 1, 13, 
2024/4/26, 66, 40, , 1, 13, 
2024/4/27, 68, , , , , 
2024/1/1, 75, 48, , 3, 9, 
2024/1/2, 81, 29, , 7, 10, 
2024/1/3, 46, 36, , 7, 11, 
2024/1/4, 63, 36, , 6, 9, 
2024/1/5, 56, 34, , 7, 9, 
2024/1/6, 55, 44, , 4, 9, 
2024/1/7, 70, 42, , 4, 9, 
2024/1/8, 66, 39, , 4, 9, 
2024/1/9, 60, 24, , 5, 10, 
2024/1/10, 37, 12, , 7, 8, 
2024/1/11, 18, 6, , 4, 8, 
2024/1/12, 10, 12, , 5, 8, 
2024/1/13, 18, 25, , 5, 8, 
2024/1/14, 37, 38, , 7, 10, 
2024/1/15, 58, 32, , 10, 10, 
2024/1/16, 47, 24, , 5, 9, 
2024/1/17, 36, , , , , 
2024/1/25, 54, 36, , 5, 8, 
2024/1/26, 59, 42, , 8, 8, 
2024/1/27, 63, 30, , 6, 8, 
2024/1/28, 45, 33, , 5, 8, 
2024/1/29, 51, 44, , 6, 8, 
2024/1/30, 69, 25, , 5, 8, 
2024/1/31, 39, 21, , 5, 9, 
2024/2/1, 32, 30, , 5, 10, 
2024/2/2, 47, 39, , 3, 9, 
2024/2/3, 59, 31, , 2, 9, 
2024/2/4, 50, 36, , 2, 10, 
2024/2/5, 57, 49, , 3, 9, 
2024/2/6, 79, 42, , 3, 9, 
2024/2/7, 65, 16, , 1, 8, 
2024/2/8, 25, 16, , 1, 8, 
2024/2/9, 25, 31, , 1, 10, 
2024/2/10, 53, 14, , 2, 10, 
2024/2/11, 25, 28, , 2, 10, 
2024/2/12, 48, 32, , 1, 10, 
2024/2/13, 49, 28, , 2, 10, 
2024/2/14, 44, 26, , 3, 10, 
2024/2/15, 41, 44, , 4, 10, 
2024/2/16, 73, 41, , 2, 10, 
2024/2/17, 65, 32, , 2, 10, 
2024/2/18, 51, 31, , 1, 10, 
2024/2/19, 50, 49, , 1, 10, 
2024/2/20, 76, 44, , 1, 11, 
2024/2/21, 70, 34, , 1, 10, 
2024/2/22, 52, 34, , 2, 10, 
2024/2/23, 50, 10, , 3, 9, 
2024/2/24, 15, 10, , 2, 9, 
2024/2/25, 15, 20, , 4, 10, 
2024/2/26, 31, 10, , 4, 9, 
2024/2/27, 16, 25, , 5, 9, 
2024/2/28, 37, 15, , 4, 9, 
2024/2/29, 22, 14, , 5, 9, 
2024/3/1, 20, 22, , 4, 9, 
2024/3/2, 36, 49, , 3, 10, 
2024/3/3, 82, 41, , 4, 10, 
2024/3/4, 66, 49, , 7, 11, 
2024/3/5, 81, 60, , 6, 12, 
2024/3/6, 110, 44, , 5, 13, 
2024/3/7, 77, 62, , 6, 13, 
2024/3/8, 115, 60, , 5, 12, 
2024/3/9, 107, 21, , 3, 11, 
2024/3/10, 31, 16, , 5, 12, 
2024/3/11, 25, 40, , 6, 13, 
2024/3/12, 71, 43, , 3, 11, 
2024/3/13, 66, 17, , 2, 11, 
2024/3/14, 25, 37, , 2, 12, 
2024/3/15, 59, 42, , 2, 11, 
2024/3/16, 64, 51, , 2, 12, 
2024/3/17, 79, 54, , 2, 11, 
2024/3/18, 64, 20, , 2, 11, 
2024/3/19, 30, 16, , 4, 12, 
2024/3/20, 25, 32, , 2, 13, 
2024/3/21, 52, 52, , 2, 13, 
2024/3/22, 85, 38, , 1, 12, 
2024/3/23, 59, 36, , 1, 12, 
2024/3/24, 57, 34, , 3, 12, 
2024/3/25, 55, 31, , 3, 13, 
2024/3/26, 47, 46, , 3, 13, 
2024/3/27, 76, 34, , 3, 12, 
2024/3/28, 52, 27, , 1, 13, 
2024/3/29, 43, 35, , 1, 13, 
2024/3/30, 55, 45, , 1, 13, 
2024/3/31, 75, 50, , 1, 13, 
2023/10/1, 33, 25, , 4, 5, 3
2023/10/2, 40, 34, , 7, 5, 5
2023/10/3, 55, 35, , 6, 5, 4
2023/10/4, 57, 26, , 6, 5, 4
2023/10/5, 42, 27, , 4, 5, 2
2023/10/6, 43, 17, , 3, 5, 3
2023/10/7, 25, 12, , 3, 6, 3
2023/10/8, 15, 18, , 4, 6, 3
2023/10/9, 31, 17, , 4, 6, 3
2023/10/10, 28, 16, , 5, 6, 3
2023/10/11, 27, 22, , 5, 7, 4
2023/10/12, 35, 22, , 4, 6, 3
2023/10/13, 35, 28, , 4, 6, 3
2023/10/14, 45, 9, , 3, 6, 3
2023/10/15, 14, 23, , 6, 6, 4
2023/10/16, 35, 33, , 7, 6, 4
2023/10/17, 53, 39, , 7, 6, 
2023/10/18, 66, 35, , 5, 6, 
2023/10/19, 56, 21, , 3, 6, 
2023/10/20, 35, 11, , 4, 7, 
2023/10/21, 19, 24, , 5, 8, 
2023/10/22, 41, 32, , 6, 7, 
2023/10/23, 56, 51, , 6, 7, 
2023/10/24, 83, 37, , 4, 6, 
2023/10/25, 61, 29, , 6, 7, 
2023/10/26, 47, 37, , 6, 8, 
2023/10/27, 64, 30, , 4, 7, 
2023/10/28, 47, 34, , 3, 6, 
2023/10/29, 42, 26, , 5, 7, 
2023/10/30, 36, 25, , 6, 7, 
2023/10/31, 39, 40, , 7, 7, 
2023/11/1, 66, 54, , 6, 7, 
2023/11/2, 97, 48, , 5, 7, 
2023/11/3, 80, 25, , 5, 6, 
2023/11/4, 39, 26, , 3, 6, 
2023/11/5, 40, 20, , 5, 8, 
2023/11/6, 30, 29, , 4, 6, 
2023/11/7, 34, 52, , 5, 7, 
2023/11/8, 70, 36, , 6, 6, 
2023/11/9, 58, 32, , 5, 7, 
2023/11/10, 51, 25, , 4, 7, 
2023/11/11, 39, 21, , 2, 7, 
2023/11/12, 31, 9, , 4, 6, 
2023/11/13, 14, 14, , 5, 6, 
2023/11/14, 22, 38, , 5, 7, 
2023/11/15, 61, 19, , 4, 7, 
2023/11/16, 29, 15, , 7, 7, 
2023/11/17, 24, 27, , 9, 7, 
2023/11/18, 41, 30, , 9, 7, 
2023/11/19, 47, 38, , 11, 7, 
2023/11/20, 64, 50, , 9, 9, 
2023/11/21, 87, 57, , 8, 8, 
2023/11/22, 100, 48, , 8, 7, 
2023/11/23, 84, 53, , 10, 8, 
2023/11/24, 94, 50, , 7, 9, 
2023/11/25, 90, 46, , 7, 8, 
2023/11/26, 75, 51, , 10, 7, 
2023/11/27, 86, 56, , 12, 8, 
2023/11/28, 102, 63, , 11, 7, 
2023/11/29, 117, 61, , 9, 8, 
2023/11/30, 113, 23, , 6, 6, 
2023/12/1, 35, 33, , 7, 6, 
2023/12/2, 50, 44, , 7, 7, 
2023/12/3, 68, 24, , 8, 7, 
2023/12/4, 35, 28, , 7, 7, 
2023/12/5, 41, 25, , 7, 7, 
2023/12/6, 38, 24, , 9, 7, 
2023/12/7, 38, 52, , 12, 9, 
2023/12/8, 88, 50, , 9, 8, 
2023/12/9, 88, 58, , 5, 7, 
2023/12/10, 101, 64, , 8, 8, 
2023/12/11, 101, 64, , 7, 9, 
2023/12/12, 84, 44, , 6, 9, 
2023/12/13, 69, 45, , 4, 8, 
2023/12/14, 75, 41, , 6, 8, 
2023/12/15, 64, 45, , 5, 9, 
2023/12/16, 58, 19, , 4, 7, 
2023/12/17, 33, 22, , 5, 8, 
2023/12/18, 39, 18, , 7, 7, 
2023/12/19, 28, 12, , 6, 7, 
2023/12/20, 20, 24, , 8, 8, 
2023/12/21, 44, 30, , 10, 8, 
2023/12/22, 53, 32, , 11, 8, 
2023/12/23, 58, 35, , 8, 8, 
2023/12/24, 66, 35, , 12, 9, 
2023/12/25, 65, 49, , 15, 10, 
2023/12/26, 91, 50, , 12, 8, 
2023/12/27, 92, 45, , 13, 8, 
2023/12/28, 80, 51, , 11, 9, 
2023/12/29, 93, 51, , 9, 9, 
2023/12/30, 89, 40, , 5, 9, 
2023/12/31, 66, 43, , 5, 10, 
2023/7/1, 25, 15, , 2, 2, 1
2023/7/2, 24, 12, , 2, 2, 1
2023/7/3, 19, 8, , 2, 2, 2
2023/7/4, 13, 10, , 3, 2, 2
2023/7/5, 16, 8, , 3, 2, 2
2023/7/6, 13, 9, , 2, 2, 1
2023/7/7, 13, 11, , 2, 2, 1
2023/7/8, 16, 7, , 3, 2, 1
2023/7/9, 11, 8, , 3, 2, 2
2023/7/10, 13, 8, , 3, 2, 1
2023/7/11, 13, 8, , 3, 2, 2
2023/7/12, 13, 11, , 2, 2, 1
2023/7/13, 17, 13, , 3, 2, 2
2023/7/14, 22, 9, , 4, 3, 2
2023/7/15, 13, 16, , 3, 2, 2
2023/7/16, 25, 21, , 5, 3, 3
2023/7/17, 32, 17, , 4, 3, 2
2023/7/18, 28, 14, , 4, 3, 2
2023/7/19, 21, 19, , 4, 3, 3
2023/7/20, 30, 23, , 4, 2, 3
2023/7/21, 37, 20, , 3, 2, 2
2023/7/22, 32, 9, , 3, 2, 1
2023/7/23, 13, 9, , 4, 2, 1
2023/7/24, 15, 10, , 4, 2, 2
2023/7/25, 16, 15, , 3, 2, 1
2023/7/26, 24, 16, , 4, 3, 2
2023/7/27, 26, 11, , 3, 3, 2
2023/7/28, 17, 11, , 3, 2, 2
2023/7/29, 17, 20, , 2, 2, 2
2023/7/30, 31, 12, , 4, 2, 2
2023/7/31, 18, 14, , 3, 3, 2
2023/8/1, 22, 14, , 2, 3, 2
2023/8/2, 23, 14, , 2, 3, 2
2023/8/3, 21, 10, , 3, 3, 2
2023/8/4, 15, 6, , 2, 3, 2
2023/8/5, 10, 14, , 2, 3, 3
2023/8/6, 22, 20, , 3, 3, 3
2023/8/7, 30, 15, , 3, 3, 3
2023/8/8, 24, 12, , 3, 3, 2
2023/8/9, 19, 14, , 3, 3, 3
2023/8/10, 22, 24, , 4, 3, 2
2023/8/11, 37, 9, , 3, 3, 2
2023/8/12, 14, 16, , 3, 3, 2
2023/8/13, 26, 17, , 3, 3, 2
2023/8/14, 29, 11, , 3, 3, 2
2023/8/15, 17, 23, , 3, 3, 2
2023/8/16, 37, 24, , 3, 3, 2
2023/8/17, 39, 15, , 2, 3, 1
2023/8/18, 23, 14, , 3, 3, 2
2023/8/19, 22, 22, , 3, 3, 3
2023/8/20, 34, 24, , 3, 4, 2
2023/8/21, 38, 16, , 3, 3, 3
2023/8/22, 26, 29, , 3, 3, 2
2023/8/23, 45, 12, , 3, 3, 2
2023/8/24, 19, 9, , 2, 3, 2
2023/8/25, 16, 11, , 2, 3, 1
2023/8/26, 18, 17, , 3, 3, 3
2023/8/27, 27, 9, , 3, 3, 3
2023/8/28, 13, 14, , 4, 4, 4
2023/8/29, 22, 12, , 3, 4, 3
2023/8/30, 19, 25, , 4, 4, 3
2023/8/31, 42, 26, , 5, 5, 3
2023/9/1, 43, 19, , 3, 5, 2
2023/9/2, 32, 29, , 3, 5, 3
2023/9/3, 48, 13, , 3, 4, 2
2023/9/4, 22, 11, , 4, 4, 3
2023/9/5, 17, 20, , 3, 4, 3
2023/9/6, 33, 25, , 3, 4, 3
2023/9/7, 40, 14, , 2, 4, 2
2023/9/8, 22, 13, , 3, 4, 3
2023/9/9, 20, 14, , 2, 4, 3
2023/9/10, 22, 24, , 3, 4, 3
2023/9/11, 38, 39, , 4, 4, 3
2023/9/12, 63, 9, , 3, 4, 2
2023/9/13, 13, 6, , 3, 4, 3
2023/9/14, 9, 7, , 3, 4, 3
2023/9/15, 11, 11, , 3, 4, 3
2023/9/16, 18, 12, , 2, 5, 2
2023/9/17, 17, , , , , 
2023/9/23, 26, 19, , 2, 5, 2
2023/9/24, 32, 25, , 4, 5, 3
2023/9/25, 40, 10, , 2, 5, 2
2023/9/26, 16, 7, , 2, 5, 2
2023/9/27, 10, 5, , 3, 5, 3
2023/9/28, 8, 10, , 3, 4, 3
2023/9/29, 16, 18, , 3, 4, 3
2023/9/30, 28, 22, , 4, 5, 3
2023/4/1, 102, 56, , 15, 23, 11
2023/4/2, 94, 52, , 14, 22, 7
2023/4/3, 87, 63, , 14, 22, 7
2023/4/4, 113, 65, , 14, 22, 8
2023/4/5, 121, 61, , 14, 23, 8
2023/4/6, 113, 37, , 14, 24, 9
2023/4/7, 59, 54, , 14, 24, 10
2023/4/8, 87, 55, , 14, 24, 9
2023/4/9, 90, 53, , 14, 23, 11
2023/4/10, 88, 45, , 14, 23, 11
2023/4/11, 74, 67, , 14, 23, 12
2023/4/12, 95, 47, , 14, 24, 8
2023/4/13, 69, 38, , 14, 24, 8
2023/4/14, 56, 42, , 14, 24, 11
2023/4/15, 64, 51, , 14, 23, 11
2023/4/16, 79, 59, , 14, 24, 10
2023/4/17, 105, 50, , 14, 23, 9
2023/4/18, 80, 56, , 14, 23, 10
2023/4/19, 95, 59, , 14, 23, 10
2023/4/20, 103, 62, , 14, 23, 11
2023/4/21, 111, 58, , 14, 23, 8
2023/4/22, 98, 45, , 14, 24, 7
2023/4/23, 70, 39, , 14, 24, 7
2023/4/24, 60, 19, , 14, 25, 8
2023/4/25, 29, 24, , 14, 27, 10
2023/4/26, 37, 43, , 14, 27, 10
2023/4/27, 71, 42, , 14, 25, 8
2023/4/28, 61, 17, , 14, 24, 8
2023/4/29, 25, 15, , 14, 26, 8
2023/4/30, 20, 23, , 14, 25, 8
2023/5/1, 33, 33, , 14, 25, 8
2023/5/2, 47, 29, , 14, 25, 7
2023/5/3, 41, 19, , 14, 25, 6
2023/5/4, 30, 31, , 14, 24, 6
2023/5/5, 49, 28, , 14, 25, 7
2023/5/6, 44, 31, , 14, 24, 6
2023/5/7, 49, 15, , 14, 25, 8
2023/5/8, 22, 29, , 14, 26, 9
2023/5/9, 45, 32, , 14, , 8
2023/5/10, 48, 18, , 14, , 7
2023/5/11, 28, 20, , 14, , 9
2023/5/12, 21, 9, , 14, , 8
2023/5/13, 15, 11, , 14, , 8
2023/5/14, 16, 15, , 14, , 8
2023/5/15, 24, 27, , 14, , 7
2023/5/16, 43, 27, , 14, 4, 9
2023/5/17, 41, 30, , 14, , 10
2023/5/18, 47, 36, , 14, , 8
2023/5/19, 58, 37, , 14, , 7
2023/5/20, 58, 34, , 14, , 7
2023/5/21, 53, 33, , 14, , 7
2023/5/22, 52, 39, , 14, , 6
2023/5/23, 62, 26, , 14, 7, 6
2023/5/24, 41, 16, , 14, , 6
2023/5/25, 25, 11, , 14, , 6
2023/5/26, 17, 13, , 14, , 7
2023/5/27, 21, 17, , 14, , 5
2023/5/28, 26, 18, , 14, , 6
2023/5/29, 29, 27, , 14, , 7
2023/5/30, 43, 32, , 14, , 7
2023/5/31, 52, 33, , 14, , 6
2023/6/1, 55, 18, , 14, , 6
2023/6/2, 28, 10, , 14, , 5
2023/6/3, 17, 18, , 14, , 6
2023/6/4, 29, 16, , 14, , 6
2023/6/5, 25, 19, , 14, , 6
2023/6/6, 30, 14, , 14, , 7
2023/6/7, 23, 35, , 14, , 6
2023/6/8, 59, 10, , 14, , 7
2023/6/9, 15, 14, , 14, , 8
2023/6/10, 22, 31, , 14, , 8
2023/6/11, 52, 28, , 12, 1, 5
2023/6/12, 45, 11, , 9, 2, 3
2023/6/13, 18, 7, , 7, 1, 2
2023/6/14, 11, 11, , 8, 1, 3
2023/6/15, 18, 11, , 9, 1, 3
2023/6/16, 18, 14, , 3, 1, 1
2023/6/17, 21, 9, , 3, 2, 2
2023/6/18, 15, 13, , 5, 2, 4
2023/6/19, 20, 17, , 3, 1, 3
2023/6/20, 27, 9, , 3, 2, 2
2023/6/21, 14, 16, , 4, 2, 3
2023/6/22, 25, 9, , 2, 2, 2
2023/6/23, 15, 8, , 2, 2, 2
2023/6/24, 13, 3, , 2, 2, 2
2023/6/25, 4, 10, , 3, 2, 3
2023/6/26, 16, 16, , 3, 2, 2
2023/6/27, 26, 11, , 3, 2, 1
2023/6/28, 17, 10, , 2, 2, 1
2023/6/29, 15, 14, , 2, 2, 1
2023/6/30, 22, 16, , 2, 2, 1
2023/3/6, 51, 10, 34, 11, , 
2023/3/7, 19, 10, 12, 14, , 
2023/3/8, 18, 12, 1, 14, , 
2023/3/9, 21, 37, 10, 14, , 
2023/3/10, 60, 69, 15, 14, , 
2023/3/11, 123, 73, 10, 15, 21, 7
2023/3/12, 135, 43, 16, 14, 21, 9
2023/3/13, 62, 73, 10, 14, 22, 10
2023/3/14, 125, 88, , 14, 22, 9
2023/3/15, 148, 57, , 14, 22, 8
2023/3/16, 96, 55, , 14, 23, 7
2023/3/17, 90, 53, , 14, 22, 7
2023/3/18, 85, 53, , 14, 23, 7
2023/3/19, 84, 54, , 14, 23, 7
2023/3/20, 87, 80, , 14, 22, 7
2023/3/21, 141, 85, , 14, 23, 8
2023/3/22, 153, 78, , 14, 23, 8
2023/3/23, 145, 76, , 14, 23, 8
2023/3/24, 144, 55, , 14, 23, 8
2023/3/25, 90, 29, , 14, 24, 10
2023/3/26, 43, 26, , 14, 23, 11
2023/3/27, 39, 40, , 14, 23, 10
2023/3/28, 60, 44, , 14, 23, 10
2023/3/29, 69, 40, , 14, 24, 11
2023/3/30, 62, 69, , 14, 25, 13
2023/3/31, 124, 61, , 14, 27, 12
2022/7/2, 4, , 14, , , 
2022/7/6, 1, 1, 13, , , 
2022/7/8, 2, 2, 13, 1, , 
2022/7/9, 4, , 16, , , 
2022/7/17, 1, , 23, 1, , 
2022/8/4, 1, 1, 17, , , 
2022/8/5, 2, , 7, , , 
2022/8/7, 1, , 9, , , 
2022/8/23, 2, 1, 14, , , 
2022/8/24, 1, , 10, , , 
2022/8/26, 162, , 16, , , 
2022/8/29, 159, , , 1, , 
2022/8/30, 171, , 16, , , 
2022/8/31, 176, , 9, , , 
2022/9/4, 176, , 8, , , 
2022/9/7, 176, , 5, , , 
2022/9/8, 159, , 11, , , 
2022/9/9, 159, , , 1, , 
2022/9/11, 172, , 17, , , 
2022/9/13, 170, , 20, 1, , 
2022/9/14, 171, , 18, , , 
2022/4/1, 2, 1, 10, 4, , 
2022/4/2, 3, 3, 5, 9, , 
2022/4/3, 6, 5, 29, 10, , 
2022/4/4, 9, 6, 22, 14, , 
2022/4/5, 12, 9, 25, 11, , 
2022/4/6, 18, 7, , 18, , 
2022/4/7, 13, 9, 22, 14, , 
2022/4/8, 18, 6, 21, 10, , 
2022/4/9, 12, 4, 25, 1, , 
2022/4/10, 8, 1, 9, , , 
2022/4/11, 3, 1, 8, 1, , 
2022/4/12, 2, 1, 15, 1, , 
2022/4/13, 2, 1, 20, , , 
2022/4/14, 3, 1, 9, , , 
2022/4/15, 1, 1, 6, 1, , 
2022/4/16, 1, 1, 3, , , 
2022/4/17, 1, 1, 3, , , 
2022/4/18, 2, 1, 8, , , 
2022/4/19, 3, 2, 16, 1, , 
2022/4/20, 4, 3, 5, 1, , 
2022/4/21, 6, 1, 14, , , 
2022/4/22, 2, 1, 17, , , 
2022/4/23, 1, 1, 14, 2, , 
2022/4/24, 1, 1, 21, 2, , 
2022/4/25, 1, 1, 20, , , 
2022/4/26, 1, 1, 19, , , 
2022/4/27, 1, 1, 15, , , 
2022/4/28, 1, 1, 9, 1, , 
2022/4/29, 1, , 12, , , 
2022/5/2, 1, 1, 16, 1, , 
2022/5/3, 2, 1, 19, , , 
2022/5/4, 2, 1, 8, , , 
2022/5/5, 2, 1, 7, 1, , 
2022/5/6, 2, 1, 16, , , 
2022/5/12, 2, , 10, , , 
2022/5/16, 2, 1, 12, , , 
2022/5/17, 1, 1, 20, , , 
2022/5/18, 1, , 21, , , 
2022/5/21, 2, , 5, , , 
2022/5/25, 2, 2, 17, , , 
2022/5/26, 2, , 19, , , 
2022/5/28, 6, 1, 16, 1, , 
2022/5/29, 1, 1, 14, 1, , 
2022/5/30, 1, , 14, , , 
2022/6/1, 10, 1, 21, , , 
2022/6/8, 1, 2, 16, , , 
2022/6/9, 1, 1, 14, , , 
2022/6/15, 3, 1, 11, 1, , 
2022/6/16, 1, 1, 6, 1, , 
2022/6/20, 1, 1, 10, , , 
2022/6/24, 2, 1, 16, , , 
2022/6/25, 2, , 11, , , 
2022/6/27, 2, 1, 17, , , 
2022/1/3, 69, 50, 18, 13, , 
2022/1/4, 103, 29, 12, 9, , 
2022/1/5, 58, 23, 11, 8, , 
2022/1/6, 47, 22, , 9, , 
2022/1/7, 42, 26, , 8, , 
2022/1/8, 52, 20, , 6, , 
2022/1/9, 41, 17, , 4, , 
2022/1/10, 34, 17, , 9, , 
2022/1/11, 33, 31, , 14, , 
2022/1/12, 62, 28, , 6, , 
2022/1/13, 57, 32, , 9, , 
2022/1/14, 63, 25, , 7, , 
2022/1/15, 50, 27, , 7, , 
2022/1/16, 53, 9, , 3, , 
2022/1/17, 18, 23, , 7, , 
2022/1/18, 43, 34, , 9, , 
2022/1/19, 64, 31, , 11, , 
2022/1/20, 63, 33, , 9, , 
2022/1/21, 67, 21, , 8, , 
2022/1/22, 43, 22, , 7, , 
2022/1/23, 43, 25, , 7, , 
2022/1/24, 49, 17, , 6, , 
2022/1/25, 33, 18, , 5, , 
2022/1/26, 35, 14, , 5, , 
2022/1/27, 28, 13, , 4, , 
2022/1/28, 25, 14, , 4, , 
2022/1/29, 27, 14, , 3, , 
2022/1/30, 27, 13, , 2, , 
2022/1/31, 27, 15, , 2, , 
2022/2/1, 31, 12, , 2, , 
2022/2/2, 23, 9, , 2, , 
2022/2/3, 19, 17, , 4, , 
2022/2/4, 34, 26, , 6, , 
2022/2/5, 53, 29, , 4, , 
2022/2/6, 59, 16, , 6, , 
2022/2/7, 33, 13, , 4, , 
2022/2/8, 27, 7, , 3, , 
2022/2/9, 13, 12, , 3, , 
2022/2/10, 25, 10, , 6, , 
2022/2/11, 21, 7, , 4, , 
2022/2/12, 15, 3, , 3, , 
2022/2/13, 6, 8, , 6, , 
2022/2/14, 17, 17, , 9, , 
2022/2/15, 35, 15, , 4, , 
2022/2/16, 29, 13, , 9, , 
2022/2/17, 26, 16, , 6, , 
2022/2/18, 32, 3, , 3, , 
2022/2/19, 7, 6, , 3, , 
2022/2/20, 11, 9, , 6, , 
2022/2/21, 18, 9, , 5, , 
2022/2/22, 18, 13, , 6, , 
2022/2/23, 25, 21, , 9, , 
2022/2/24, 39, 18, , 12, , 
2022/2/25, 35, 12, , 11, , 
2022/2/26, 24, 12, , 9, , 
2022/2/27, 25, 17, , 8, , 
2022/2/28, 33, 19, , 7, , 
2022/3/1, 39, 23, , 9, , 
2022/3/2, 45, 24, , 10, , 
2022/3/3, 47, 16, , 7, , 
2022/3/4, 32, 12, , 5, , 
2022/3/5, 24, 15, , 5, , 
2022/3/6, 30, 9, , 7, , 
2022/3/7, 18, 11, , 6, , 
2022/3/8, 21, 7, , 9, , 
2022/3/9, 14, 4, , 7, , 
2022/3/10, 8, 7, , 8, , 
2022/3/11, 13, 3, , 8, , 
2022/3/12, 6, 1, , 6, , 
2022/3/13, 3, 1, , 6, , 
2022/3/14, 3, 3, , 7, , 
2022/3/15, 7, 4, , 8, , 
2022/3/16, 8, 2, , 6, , 
2022/3/17, 5, 2, , 5, , 
2022/3/18, 5, 2, , 6, , 
2022/3/19, 5, 2, , 4, , 
2022/3/20, 4, 2, , 3, , 
2022/3/21, 6, 4, , 6, , 
2022/3/22, 8, 2, , 5, , 
2022/3/23, 4, 2, , 6, , 
2022/3/24, 5, 4, , 6, , 
2022/3/25, 7, 5, , 5, , 
2022/3/26, 11, 4, , 6, , 
2022/3/27, 8, 2, , 8, , 
2022/3/28, 4, 5, 4, 14, , 
2022/3/29, 11, 4, , 6, , 
2022/3/30, 9, 2, 22, 6, , 
2022/3/31, 4, 1, 10, 4, , 
2021/10/1, 33, 13, 7, , , 
2021/10/2, 26, 14, 13, , , 
2021/10/3, 27, 16, 10, 1, , 
2021/10/4, 29, 16, 10, , , 
2021/10/5, 29, 18, 12, 1, , 
2021/10/6, 35, 17, 11, 1, , 
2021/10/7, 33, 20, 10, 1, , 
2021/10/8, 38, 17, 9, , , 
2021/10/9, 32, 6, 8, , , 
2021/10/10, 13, 2, 7, 1, , 
2021/10/11, 5, 4, 7, , , 
2021/10/12, 8, 6, 7, 1, , 
2021/10/13, 11, 15, 7, , , 
2021/10/14, 28, 11, 7, , , 
2021/10/15, 23, 8, 7, , , 
2021/10/16, 17, , 6, 1, , 
2021/10/19, 33, 20, 13, , , 
2021/10/20, 39, 14, 7, , , 
2021/10/21, 28, , 6, , , 
2021/10/23, 27, , 10, , , 
2021/10/26, 9, 33, 16, , , 
2021/10/27, 64, 48, 7, 1, , 
2021/10/28, 98, 33, 7, 1, , 
2021/10/29, 67, 38, 7, 1, , 
2021/10/30, 76, 31, 7, , , 
2021/10/31, 62, 30, 7, 1, , 
2021/11/1, 62, 22, 7, , , 
2021/11/2, 44, 23, 7, , , 
2021/11/3, 47, , 9, , , 
2021/11/6, 27, 13, 10, , , 
2021/11/7, 25, 5, 7, , , 
2021/11/8, 10, , 12, , , 
2021/11/11, 77, 56, 12, 1, , 
2021/11/12, 111, 39, 9, , , 
2021/11/13, 98, 53, 13, , , 
2021/11/14, 110, 46, 17, , , 
2021/11/15, 130, 38, 4, , , 
2021/11/16, 80, , 4, , , 
2021/11/18, 2, 37, 8, 8, , 
2021/11/19, 72, 28, 5, 7, , 
2021/11/20, 55, 29, 8, 7, , 
2021/11/21, 54, 10, 4, 5, , 
2021/11/22, 18, 14, 6, 7, , 
2021/11/23, 25, 20, 7, 6, , 
2021/11/24, 35, 20, 7, 6, , 
2021/11/25, 37, 30, 9, 6, , 
2021/11/26, 57, 36, , 6, , 
2021/11/27, 64, 39, 8, 13, , 
2021/11/28, 70, 40, 9, 13, , 
2021/11/29, 74, 40, 8, 10, , 
2021/11/30, 75, 37, 10, 10, , 
2021/12/1, 66, 42, 10, 11, , 
2021/12/2, 78, 41, 10, 11, , 
2021/12/3, 76, 42, 9, 14, , 
2021/12/4, 79, 47, 12, 10, , 
2021/12/5, 93, 47, 10, 13, , 
2021/12/6, 91, 51, 13, 14, , 
2021/12/7, 101, 52, 16, 15, , 
2021/12/8, 106, 54, 9, 12, , 
2021/12/9, 112, 52, 20, 10, , 
2021/12/10, 108, 42, 22, 10, , 
2021/12/11, 82, 44, 12, 9, , 
2021/12/12, 88, 21, 8, 9, , 
2021/12/13, 39, 41, 12, 9, , 
2021/12/14, 79, 52, 12, 14, , 
2021/12/15, 103, 47, 11, 11, , 
2021/12/16, 96, 37, 9, 11, , 
2021/12/17, 70, 27, 12, 10, , 
2021/12/18, 48, 36, 12, 10, , 
2021/12/19, 68, 35, 15, 9, , 
2021/12/20, 66, 36, 13, 11, , 
2021/12/21, 67, 50, 12, 12, , 
2021/12/22, 103, 48, 14, 13, , 
2021/12/23, 97, 50, 3, 11, , 
2021/12/24, 102, 49, 8, 11, , 
2021/12/25, 99, 39, 4, 9, , 
2021/12/26, 77, 13, 2, 5, , 
