date, pm25, pm10, o3, no2, so2, co
2015/2/24, 57, 21, 47, 2, 6, 6
2015/2/25, 63, 20, 47, 2, 5, 6
2015/2/26, 54, 2, 46, 2, 5, 6
2015/2/27, 6, 1, 47, 3, 6, 6
2015/2/28, 4, 1, 46, 2, 6, 4
2015/3/1, 4, 1, 35, 3, 6, 6
2015/3/2, 4, 2, 39, 3, 6, 4
2015/3/3, 5, 2, 50, 4, 9, 6
2015/3/4, 7, 25, 65, 6, 9, 6
2015/3/5, 63, 26, 56, 2, 7, 5
2015/3/6, 66, 26, 50, 2, 6, 2
2015/3/7, 61, 8, 51, 2, 5, 2
2015/3/8, 24, 14, 53, 1, 4, 1
2015/3/9, 38, 19, 53, 2, 6, 7
2015/3/10, 56, 30, 53, 2, 4, 5
2015/3/11, 67, 19, 52, 5, 11, 10
2015/3/12, 42, 23, 52, 5, 11, 10
2015/3/13, 51, 39, 68, 15, 4, 7
2015/3/14, 81, , 59, 6, 6, 10
2015/3/17, 54, 14, 61, 7, 8, 11
2015/3/18, 28, 3, 73, 8, 8, 11
2015/3/19, 6, , 63, 7, 8, 9
2014/10/1, 43, 24, 36, 11, 13, 10
2014/10/2, 55, 28, 50, 12, 17, 12
2014/10/3, 63, 36, 57, 13, 13, 12
2014/10/4, 76, 23, 62, 11, 14, 10
2014/10/5, 62, 36, 58, 12, 16, 13
2014/10/6, 69, , , , , 
2014/10/28, 56, 28, 35, 12, 22, 18
2014/10/29, 57, 20, 37, 10, 12, 16
2014/10/30, 47, 33, 30, 19, 28, 49
2014/10/31, 75, 38, 35, 14, 17, 23
2014/11/1, 76, 36, 43, 13, 15, 14
2014/11/2, 75, 26, 48, 13, 9, 14
2014/11/3, 67, 28, 58, 15, 10, 21
2014/11/4, 71, 29, 58, 15, 12, 22
2014/11/5, 74, 28, 54, 10, 16, 13
2014/11/6, 67, 26, 51, 10, 10, 12
2014/11/7, 60, 45, 29, 20, 17, 13
2014/11/8, 97, , , , , 
2014/11/10, 54, 34, 42, 14, 12, 19
2014/11/11, 69, 20, 45, 12, 10, 15
2014/11/12, 53, 23, 64, 11, 10, 11
2014/11/13, 63, 29, 83, 9, 6, 9
2014/11/14, 74, 33, 72, 12, 7, 12
2014/11/15, 68, 10, 56, 10, 5, 9
2014/11/16, 23, 2, 88, 12, 6, 12
2014/11/17, 6, 3, 90, 10, 12, 9
2014/11/18, 7, 2, 81, 12, 6, 11
2014/11/19, 5, , 59, 18, 10, 17
2014/12/22, 93, , , , , 
2014/12/24, 22, , 49, 10, 3, 14
2014/7/1, 22, 9, 61, , , 11
2014/7/2, 28, 7, 43, , , 12
2014/7/3, 20, 6, 59, , , 11
2014/7/4, 17, 5, 60, , , 13
2014/7/5, 12, 3, 58, , , 9
2014/7/6, 6, 3, 59, , , 10
2014/7/7, 8, 1, 65, 6, , 14
2014/7/8, 3, , 192, 12, , 18
2014/7/10, 1, 1, 407, 17, , 18
2014/7/11, 2, , 352, 16, , 10
2014/7/16, 25, 17, 149, 5, , 9
2014/7/17, 32, 20, 51, 13, , 18
2014/7/18, 45, 19, 3, 8, , 8
2014/7/19, 40, 6, 14, 4, , 8
2014/7/20, 15, 18, 204, 12, , 13
2014/7/21, 45, 11, 193, 4, , 7
2014/7/22, 30, 11, 278, 8, , 8
2014/7/23, 29, 17, 125, 11, , 12
2014/7/24, 35, 22, 61, 12, , 13
2014/7/25, 48, 22, 47, 12, , 13
2014/7/26, 50, 16, 45, 9, , 8
2014/7/27, 43, 12, 26, 12, , 17
2014/7/28, 42, 11, 21, 14, , 17
2014/7/29, 34, 16, 72, 12, , 14
2014/7/30, 38, 12, 75, 8, , 10
2014/7/31, 28, 13, 43, 11, , 16
2014/8/1, 31, 19, 69, 15, , 27
2014/8/2, 43, 16, 44, 12, , 16
2014/8/3, 35, 20, 31, 13, , 21
2014/8/4, 43, 17, 74, 14, , 23
2014/8/5, 33, 11, 54, 9, , 11
2014/8/6, 20, 5, 32, 19, , 5
2014/8/7, 12, 12, 41, 5, , 10
2014/8/8, 14, 17, 72, 6, , 12
2014/8/9, 23, 11, 158, 9, , 8
2014/8/10, 19, 16, 113, 13, , 15
2014/8/11, 34, 16, 51, , , 
2014/8/12, 29, 15, 26, 11, , 19
2014/8/13, 26, 14, 34, 8, , 9
2014/8/14, 31, 23, , 20, , 7
2014/8/15, 61, 20, 37, 13, , 7
2014/8/16, 48, , , , , 
2014/8/18, 33, 17, 24, 10, , 9
2014/8/19, 38, 18, 81, 11, , 11
2014/8/20, 44, 18, 48, 12, , 11
2014/8/21, 36, 15, 64, 8, , 12
2014/8/22, 35, 16, 54, 6, , 7
2014/8/23, 33, , , , , 
2014/9/4, 27, 17, 292, 10, , 11
2014/9/5, 44, 19, 179, 11, , 15
2014/9/6, 51, 15, 38, 9, , 9
2014/9/7, 42, 18, 90, 11, , 13
2014/9/8, 46, 15, 50, 11, , 12
2014/9/9, 36, 16, 51, 12, , 13
2014/9/10, 42, 33, 40, 18, , 23
2014/9/11, 76, 20, 77, 14, , 16
2014/9/12, 50, 18, 44, 9, , 13
2014/9/13, 41, 18, 29, 15, , 11
2014/9/14, 48, 12, 38, 4, , 8
2014/9/15, 28, 24, 29, 20, , 31
2014/9/16, 50, 16, 134, 11, , 13
2014/9/17, 27, 10, 59, 11, , 12
2014/9/18, 20, 16, 55, 11, , 13
2014/9/19, 35, 21, 68, 12, , 15
2014/9/20, 39, 16, 53, 11, , 13
2014/9/21, 37, 18, 37, 17, , 17
2014/9/22, 44, 22, 45, 10, 43, 18
2014/9/23, 56, 19, 61, 18, 35, 23
2014/9/24, 61, 24, 68, 13, 35, 15
2014/9/25, 67, 32, 78, 16, 38, 19
2014/9/26, 79, 24, 57, 11, 35, 14
2014/9/27, 64, 17, 37, 9, 35, 11
2014/9/28, 43, 16, 43, 12, 37, 15
2014/9/29, 34, 12, 36, 11, 37, 16
2014/9/30, 33, 18, 34, 10, 18, 12
2014/4/1, 79, 24, 62, 10, 134, 10
2014/4/2, 74, 28, 60, 10, 136, 11
2014/4/3, 82, 21, 25, 16, 143, 19
2014/4/4, 61, 23, 29, 12, 143, 14
2014/4/5, 67, 21, 23, 12, 147, 13
2014/4/6, 62, 25, 30, 14, 146, 18
2014/4/7, 69, 27, 27, 15, 154, 16
2014/4/8, 72, 24, 31, 10, 153, 11
2014/4/9, 68, 20, 32, 12, 151, 11
2014/4/10, 59, 16, 58, 10, 147, 8
2014/4/11, 52, 19, 49, 10, 150, 10
2014/4/12, 59, 20, 68, 9, 146, 8
2014/4/13, 62, 20, 73, 10, 148, 14
2014/4/14, 61, 22, 69, 9, 156, 10
2014/4/15, 67, 22, 78, 10, 155, 10
2014/4/16, 64, 17, 157, 10, , 10
2014/4/17, 57, 22, 165, 10, , 11
2014/4/18, 65, 21, 147, 8, , 7
2014/4/19, 65, 19, 163, 8, , 6
2014/4/20, 64, 15, 160, 7, , 8
2014/4/21, 53, 14, 157, 9, , 9
2014/4/22, 51, 17, 158, 8, , 9
2014/4/23, 57, 21, 158, 10, , 9
2014/4/24, 62, 20, 167, 9, , 9
2014/4/25, 62, 19, 148, 12, , 12
2014/4/26, 62, 17, 154, 7, , 10
2014/4/27, 58, 16, 142, 9, , 9
2014/4/28, 52, 18, 69, 13, , 14
2014/4/29, 49, 16, 73, 10, , 10
2014/4/30, 50, 11, 90, 9, , 9
2014/5/1, 40, 14, 108, 7, , 7
2014/5/2, 52, 20, 145, 12, , 13
2014/5/3, 61, 16, 91, 12, , 13
2014/5/4, 51, 15, 114, 9, , 10
2014/5/5, 45, 6, 81, 8, , 8
2014/5/6, 21, 11, 94, 11, , 13
2014/5/7, 39, 25, 116, 12, , 16
2014/5/8, 71, 20, 94, 15, , 19
2014/5/9, 51, 19, 87, 15, , 17
2014/5/10, 53, 12, 66, 12, , 13
2014/5/11, 36, 28, 95, 16, , 19
2014/5/12, 59, 19, 79, 15, , 18
2014/5/13, 49, 17, 82, 13, , 15
2014/5/14, 48, 16, 98, 15, , 17
2014/5/15, 48, 21, 106, 15, , 18
2014/5/16, 58, 12, 103, 10, , 8
2014/5/17, 37, 11, 99, 12, , 12
2014/5/18, 32, 13, 112, 13, , 13
2014/5/19, 40, 15, 99, 13, , 13
2014/5/20, 43, 15, 88, 15, , 15
2014/5/21, 42, 13, 93, 12, , 13
2014/5/22, 37, 17, 147, 16, , 19
2014/5/23, 44, 12, 63, 8, , 7
2014/5/24, 40, 12, 55, 9, , 6
2014/5/25, 41, 10, 53, 9, , 8
2014/5/26, 34, 10, 53, 9, , 7
2014/5/27, 36, 13, 62, 12, , 12
2014/5/28, 41, 14, 57, 14, , 14
2014/5/29, 42, 13, 63, 14, , 16
2014/5/30, 40, 9, 61, 10, , 9
2014/5/31, 30, 12, 74, 10, , 9
2014/6/1, 41, 11, 62, 12, , 13
2014/6/2, 36, 9, 75, 10, , 10
2014/6/3, 30, 9, 68, 12, , 13
2014/6/4, 31, 11, 79, 13, , 13
2014/6/5, 37, 10, 87, 13, , 12
2014/6/6, 32, 8, 83, 13, , 13
2014/6/7, 28, 10, 75, 13, , 13
2014/6/8, 34, 12, 97, 13, , 15
2014/6/9, 38, 8, 55, 15, , 15
2014/6/10, 23, 8, 75, 13, , 13
2014/6/11, 23, 7, 130, 9, , 10
2014/6/12, 27, 9, 123, , , 11
2014/6/13, 34, 7, 120, , , 9
2014/6/14, 27, 10, 120, , , 9
2014/6/15, 32, 8, 114, , , 12
2014/6/16, 27, 9, 99, , , 13
2014/6/17, 29, 9, 95, , , 13
2014/6/18, 26, 9, 79, , , 15
2014/6/19, 30, 8, 85, , , 12
2014/6/20, 25, 10, 72, , , 12
2014/6/21, 34, 12, 50, , , 10
2014/6/22, 29, 8, 69, , , 16
2014/6/23, 22, 9, 100, , , 17
2014/6/24, 29, 9, 72, , , 16
2014/6/25, 24, 6, 73, , , 13
2014/6/26, 20, 9, 69, , , 12
2014/6/27, 29, 12, 85, , , 16
2014/6/28, 36, 6, 92, , , 14
2014/6/29, 24, 7, 107, , , 10
2014/6/30, 24, 8, 38, 1, , 12
2014/1/2, 125, 40, 67, 17, 93, 20
2014/1/3, 117, 39, 37, 23, 92, 12
2014/1/4, 116, , , , , 
2014/1/6, 105, 32, 69, 15, 93, 21
2014/1/7, 99, 26, 46, 12, 93, 12
2014/1/8, 84, 25, 84, 15, 93, 17
2014/1/9, 83, 19, 72, 18, 93, 21
2014/1/10, 67, 17, 46, 18, 93, 15
2014/1/11, 63, 14, 49, 16, 92, 14
2014/1/12, 55, 23, 85, 12, 92, 12
2014/1/13, 77, 24, 69, 9, 92, 8
2014/1/14, 79, 29, 70, 14, 92, 10
2014/1/15, 90, 28, 70, 15, 92, 9
2014/1/16, 88, 26, 70, 11, 92, 3
2014/1/17, 82, 42, 105, 15, 92, 8
2014/1/18, 124, 37, , 12, 92, 5
2014/1/19, 108, 35, 58, 15, 92, 11
2014/1/20, 105, 51, 111, 10, 92, 6
2014/1/21, 145, 49, 90, 18, 92, 12
2014/1/22, 134, 44, 64, 19, 92, 10
2014/1/23, 126, 36, 46, 24, 92, 24
2014/1/24, 107, 29, 35, 19, 92, 13
2014/1/25, 89, 17, 30, 12, 92, 8
2014/1/26, 60, 15, 32, 15, 92, 9
2014/1/27, 58, 22, 30, 16, 92, 14
2014/1/28, 74, 23, 36, 15, 93, 12
2014/1/29, 77, 22, 38, 11, 92, 7
2014/1/30, 73, 17, 31, 13, 92, 12
2014/1/31, 61, 14, 30, 12, 92, 4
2014/2/1, 53, 13, 29, 11, 92, 5
2014/2/2, 51, 12, 25, 11, 93, 5
2014/2/3, 49, 15, 16, 17, 93, 6
2014/2/4, 58, , , , , 
2014/2/8, 53, 19, 38, 10, 94, 6
2014/2/9, 68, 12, 62, 8, 93, 9
2014/2/10, 43, 5, 42, 8, 93, 9
2014/2/11, 12, 7, 47, 11, 93, 4
2014/2/12, 31, 5, 47, 10, 92, 4
2014/2/13, 22, 4, 51, 10, 92, 5
2014/2/14, 18, 16, 62, 15, 92, 9
2014/2/15, 60, 20, 82, 13, 93, 7
2014/2/16, 70, 17, 70, 12, 93, 8
2014/2/17, 63, , , , , 
2014/2/19, 13, 8, 58, 14, 92, 9
2014/2/20, 29, 23, 46, 20, 93, 22
2014/2/21, 61, 33, 53, 16, 93, 9
2014/2/22, 89, 17, 50, 8, 93, 3
2014/2/23, 60, 17, 50, 9, 93, 6
2014/2/24, 59, 18, 45, 9, 94, 5
2014/2/25, 61, 22, 37, 14, 93, 8
2014/2/26, 71, , , , , 
2014/2/28, 50, 19, 41, 10, 94, 4
2014/3/1, 64, 24, 49, 11, 94, 9
2014/3/2, 75, 20, 38, 10, 94, 8
2014/3/3, 68, 15, 37, 10, 94, 10
2014/3/4, 57, 14, 35, 12, 94, 13
2014/3/5, 55, 20, 43, 9, 94, 8
2014/3/6, 68, 22, 47, 9, 94, 6
2014/3/7, 74, 24, 51, 9, 94, 7
2014/3/8, 78, 20, 44, 11, 94, 14
2014/3/9, 68, 12, 40, 11, 94, 10
2014/3/10, 46, 17, 53, 12, 94, 13
2014/3/11, 60, 23, 55, 10, 94, 10
2014/3/12, 74, 28, 53, 12, 94, 13
2014/3/13, 85, 21, 58, 11, 94, 13
2014/3/14, 69, 11, 44, 13, 93, 10
2014/3/15, 43, 22, 55, 14, 94, 12
2014/3/16, 73, 29, 55, 15, 94, 18
2014/3/17, 78, 34, 37, 14, 94, 11
2014/3/18, 87, 28, 46, 6, 95, 10
2014/3/19, 77, 30, 45, 11, 94, 12
2014/3/20, 80, 26, 52, 13, 95, 12
2014/3/21, 72, 12, 43, 11, 93, 8
2014/3/22, 39, 19, 51, 8, 93, 8
2014/3/23, 57, 25, 67, 13, 96, 9
2014/3/24, 70, 35, 49, 13, 119, 15
2014/3/25, 81, 24, 43, 9, 117, 10
2014/3/26, 66, 23, 49, 9, 123, 8
2014/3/27, 66, 24, 48, 11, 130, 9
2014/3/28, 69, 31, 58, 11, 134, 10
2014/3/29, 81, 28, 58, 11, 136, 9
2014/3/30, 75, 25, 61, 10, 135, 11
2014/3/31, 70, 30, 66, 11, 138, 12
2024/4/4, , 12, , 15, 12, 3
2024/4/12, , 30, , 15, 12, 3
2024/1/24, , 5, , 16, 10, 5
2024/2/18, , 28, , 12, 11, 3
2023/10/16, , 14, 29, 15, 13, 3
2023/4/9, , 37, 34, 17, 12, 1
2023/3/30, , 18, 33, 11, 14, 
2022/3/24, , 10, 326, 11, 12, 
2021/11/18, , 47, 31, 12, 12, 7
2021/5/2, , 18, 16, 10, 23, 2
2021/5/18, , 17, 11, 10, 27, 2
2021/6/24, , 25, 23, 10, 31, 3
2021/3/23, , 39, , 10, 16, 7
2020/6/7, , 6, 18, 1, 8, 1
2019/12/31, , 4, 14, 8, , 2
2020/1/26, , 1, 12, 7, 4, 2
2019/10/5, , 17, , 30, , 
2019/11/22, , 14, , 18, , 
2019/7/23, , 4, , 29, , 
2019/7/27, , 10, , 25, , 
2019/9/4, , 4, , 19, , 
2019/9/17, , 15, , 23, , 
2019/5/27, , , , , , 
2019/6/1, , , , , , 
2019/6/27, , 9, , 27, , 
2018/12/31, , 7, , , , 
2019/2/28, , 18, , , 1, 
2018/11/28, , 6, , , 137, 
2018/12/2, , 12, , , 133, 
2018/12/25, , 28, , , , 
2018/8/7, , 12, , , , 
2018/4/18, , 20, , , 55, 
2018/4/22, , 22, , , 56, 
2018/5/6, , 11, , , 60, 
2018/5/22, , 14, , , 72, 
2018/5/27, , 15, , , 75, 
2018/6/21, , 6, , , , 
2017/10/6, , 8, , , 17, 
2017/10/10, , 16, , , 28, 
2017/10/22, , 16, , , 12, 
2017/11/15, , 13, , , 18, 
2017/11/23, , 2, , , 13, 
2017/12/24, , 38, , , 20, 
2017/8/7, , 9, 138, 14, , 
2017/8/11, , 7, , , , 
2017/8/21, , 9, , , 17, 
2017/9/18, , 10, , , 12, 
2017/1/1, , 8, 54, 4, , 
2017/1/13, , 6, 13, 19, , 
2017/1/19, , 10, 29, 12, , 
2017/3/29, , 1, 24, 16, , 
2016/10/17, , 13, 25, 9, , 
2016/6/30, , 3, 285, 10, , 
2016/7/6, , 1, 166, 6, , 
2016/7/11, , 3, 214, 15, , 
2016/7/26, , 2, 46, 19, , 
2016/8/3, , 2, 132, 12, , 
2016/8/19, , 2, 77, 8, , 
2016/4/4, , 12, 21, 7, , 
2016/4/18, , 12, 27, 11, , 
2016/4/24, , 19, 52, 10, , 
2016/6/13, , 3, 273, 12, , 
2016/6/21, , 1, 243, 6, , 
2016/3/10, , 7, , , , 
2015/4/5, , 18, 41, 3, 7, 
2015/5/4, , 19, 178, 10, 17, 9
2015/5/27, , 1, , , , 
2015/1/4, , 27, 49, 10, 11, 13
2015/1/18, , 49, , , , 
2015/3/16, , 25, , , , 
2014/10/27, , 28, 25, 12, 16, 29
2014/11/9, , 29, 34, 12, 7, 19
2014/12/21, , 32, 65, 9, 66, 9
2014/12/23, , 5, 47, 12, 7, 16
2014/7/9, , 1, 314, 12, , 13
2014/7/15, , 15, 208, 7, , 12
2014/8/17, , 17, 52, 7, , 10
2014/9/3, , 13, 170, 10, , 4
2014/1/1, , 44, 73, 28, 92, 37
2014/1/5, , 36, 100, 12, 93, 16
2014/2/7, , 13, 23, 5, 94, 4
2014/2/18, , 3, 57, 3, 92, 2
2014/2/27, , 13, 34, 5, 94, 3
2023/4/3, , , 28, 12, 12, 2
2023/4/4, , , 29, 16, 12, 2
2023/4/5, , , 25, 16, 12, 2
2023/4/6, , , 26, 16, 12, 2
2023/4/7, , , 28, 17, 12, 1
2023/4/8, , , 34, 17, 12, 1
2023/1/2, , , 23, 11, 13, 
2023/1/3, , , 18, 11, 13, 
2023/1/4, , , 19, 11, 13, 
2023/1/5, , , 18, 11, 13, 
2023/1/6, , , 26, 11, 13, 
2023/1/7, , , 20, 11, 13, 
2023/1/8, , , 26, 11, 13, 
2023/1/9, , , 22, 11, 13, 
2023/1/10, , , 22, 11, 14, 
2023/1/11, , , 23, 11, 13, 
2023/1/12, , , 19, 11, 13, 
2023/1/20, , , 21, 11, 13, 6
2023/1/21, , , 23, 11, 13, 6
2023/1/22, , , 23, 11, 13, 
2023/1/23, , , 15, 11, 13, 
2023/1/24, , , 19, 11, 13, 
2023/1/25, , , 20, 11, 13, 
2023/1/26, , , 22, 11, 13, 
2023/1/27, , , 22, 11, 13, 
2023/1/28, , , 19, 11, 13, 
2023/1/29, , , 29, 11, , 
2023/1/30, , , 24, 11, 13, 
2023/1/31, , , 30, 11, 13, 
2023/2/1, , , 22, 11, 13, 
2023/2/2, , , 11, 11, 13, 
2023/2/10, , , 13, 11, 13, 
2023/2/11, , , 17, 11, 13, 
2023/2/12, , , 18, 11, 13, 
2023/2/13, , , 18, 11, 14, 
2023/2/14, , , 21, 11, 13, 
2023/2/15, , , 27, 11, 13, 
2023/2/16, , , 32, 11, 13, 
2023/2/17, , , 29, 11, 13, 
2023/2/18, , , 27, 11, 14, 
2023/2/19, , , 26, 11, 13, 
2023/2/20, , , 28, 11, 13, 
2023/2/21, , , 34, 11, 13, 
2023/2/22, , , 25, 11, 13, 
2023/2/23, , , 24, 11, 13, 
2023/2/24, , , 25, 11, 13, 
2023/2/25, , , 44, 11, 13, 
2023/2/26, , , 40, 11, 13, 
2023/2/27, , , 37, 11, 13, 
2023/2/28, , , 21, 11, 13, 
2023/3/1, , , 24, 11, 13, 
2023/3/2, , , 34, 11, 13, 
2023/3/3, , , 32, 11, 13, 
2023/3/4, , , 31, 11, 13, 
2023/3/5, , , 51, 11, 13, 
2023/3/6, , , 35, 11, 13, 
2023/3/7, , , 27, 11, 13, 
2023/3/8, , , 22, 11, 13, 
2023/3/9, , , 24, 11, 13, 
2023/3/10, , , 25, 11, 13, 
2023/3/11, , , 24, 11, 13, 
2023/3/12, , , 26, 11, 13, 
2023/3/13, , , 64, 11, 13, 
2023/3/14, , , 30, 11, 13, 
2023/3/15, , , 28, 11, 13, 
2023/3/16, , , 24, 11, 14, 
2023/3/17, , , 29, 11, 14, 
2023/3/18, , , 27, 11, 14, 
2023/3/19, , , 20, 11, 14, 
2023/3/20, , , 28, 11, 14, 
2023/3/21, , , 62, 11, 14, 
2023/3/22, , , 46, 11, 14, 
2023/3/23, , , 34, 11, 14, 
2023/3/24, , , 23, 11, 14, 
2023/3/25, , , 25, 11, 14, 
2023/3/26, , , 25, 11, 14, 
2023/3/27, , , 24, 11, 14, 
2023/3/28, , , 21, 11, 14, 
2023/3/29, , , 39, 11, 14, 
2022/10/1, , , 13, 11, 13, 
2022/10/2, , , 14, 11, 13, 
2022/10/3, , , 11, 11, 13, 
2022/10/4, , , 8, 11, 13, 
2022/10/5, , , 10, 11, 13, 
2022/10/6, , , 11, 11, 13, 
2022/10/7, , , 13, 11, 13, 
2022/10/8, , , 12, 11, 13, 
2022/10/9, , , 10, 11, 13, 
2022/10/10, , , 29, 11, 13, 
2022/10/11, , , 33, 11, 13, 
2022/10/12, , , 38, 11, 13, 13
2022/10/13, , , 47, 11, 13, 
2022/10/14, , , 39, 11, 13, 13
2022/10/15, , , 22, 11, 13, 
2022/10/16, , , 48, 11, 13, 
2022/10/17, , , 45, 11, 13, 
2022/10/18, , , 50, 11, 13, 
2022/10/19, , , 38, 11, 13, 
2022/10/20, , , 29, 11, 13, 
2022/10/21, , , 24, 11, 13, 
2022/10/22, , , 32, 11, 13, 
2022/10/23, , , 39, 11, 13, 
2022/10/24, , , 41, 11, 13, 
2022/10/25, , , 22, 11, 13, 
2022/10/26, , , 17, 11, 13, 
2022/10/27, , , 21, 11, 13, 
2022/10/28, , , 29, 11, 13, 
2022/10/29, , , 35, 11, 13, 
2022/10/30, , , 39, 11, 13, 
2022/10/31, , , 33, 11, 13, 
2022/11/1, , , 34, 11, 13, 
2022/11/2, , , 37, 11, 13, 
2022/11/3, , , 41, 11, 13, 
2022/11/4, , , 41, 11, 13, 
2022/11/5, , , 29, 11, 13, 
2022/11/6, , , 29, 11, 13, 
2022/11/7, , , 30, 11, 13, 
2022/11/8, , , 27, 11, 13, 
2022/11/9, , , 26, 11, 13, 
2022/11/10, , , 16, 11, 13, 
2022/11/11, , , 15, 11, 14, 
2022/11/12, , , 15, 11, 13, 
2022/11/13, , , 15, 11, 13, 
2022/11/14, , , 14, 11, 13, 
2022/11/15, , , 17, 11, 13, 
2022/11/16, , , 15, 11, 13, 
2022/11/17, , , 15, 11, 13, 
2022/11/18, , , 14, 11, 13, 
2022/11/19, , , 17, 11, 13, 
2022/11/20, , , 24, 11, 13, 
2022/11/21, , , 18, 11, 13, 
2022/11/22, , , 16, 11, 13, 
2022/11/23, , , 17, 11, 13, 
2022/11/24, , , 17, 11, 13, 
2022/11/25, , , 15, 11, 13, 
2022/11/26, , , 13, 11, 13, 
2022/11/27, , , 17, 11, 13, 
2022/11/28, , , 17, 11, 13, 
2022/11/29, , , 19, 11, 13, 
2022/11/30, , , 18, 11, 13, 
2022/12/1, , , 19, 11, 13, 
2022/12/2, , , 21, 11, 13, 
2022/12/3, , , 17, 11, 13, 
2022/12/4, , , 25, 11, 13, 
2022/12/5, , , 202, 11, 13, 
2022/12/6, , , 50, 11, 13, 
2022/12/7, , , 21, 11, 13, 
2022/12/8, , , 21, 11, 13, 
2022/12/9, , , 12, 11, 13, 
2022/12/10, , , 24, 11, 13, 
2022/12/11, , , 14, 11, 13, 
2022/12/12, , , 33, 11, 13, 
2022/12/13, , , 34, 11, 13, 
2022/12/14, , , 33, 11, 13, 
2022/12/15, , , 31, 11, 13, 
2022/12/16, , , 27, 11, 13, 
2022/12/17, , , 25, 11, 13, 
2022/12/18, , , 22, 11, 13, 
2022/12/19, , , 20, 11, 13, 
2022/12/20, , , 48, 11, 13, 
2022/12/21, , , 109, 11, 13, 
2022/12/22, , , 147, 11, 13, 
2022/12/23, , , 85, 11, 13, 
2022/12/24, , , 31, 11, 13, 
2022/12/25, , , 31, 11, 13, 
2022/12/26, , , 26, 11, 13, 
2022/12/27, , , 24, 11, 13, 29
2022/12/28, , , 25, 11, 13, 29
2022/12/29, , , 32, 11, 13, 
2022/12/30, , , 24, 11, 13, 
2022/12/31, , , 32, 11, 13, 
2023/1/1, , , 26, , , 
2022/7/1, , , 35, 11, 13, 
2022/7/2, , , 25, 11, 13, 
2022/7/3, , , 31, 19, 13, 
2022/7/4, , , 35, 12, 13, 
2022/7/5, , , 30, 11, 13, 
2022/7/6, , , 23, 11, 13, 
2022/7/7, , , 19, 11, 13, 
2022/7/8, , , 26, 11, 13, 
2022/7/9, , , 17, 11, 13, 
2022/7/10, , , 14, 11, 13, 5
2022/7/11, , , 15, 11, 13, 4
2022/7/12, , , 14, 11, 13, 4
2022/7/13, , , 13, 11, 13, 3
2022/7/14, , , 13, 11, 13, 3
2022/7/15, , , 17, 11, 13, 3
2022/7/16, , , 18, 11, 13, 2
2022/7/17, , , 16, 11, 13, 5
2022/7/18, , , 24, 11, 13, 3
2022/7/19, , , 19, 11, 13, 5
2022/7/20, , , 16, 11, 13, 3
2022/7/21, , , 19, 11, 13, 2
2022/7/22, , , 18, 11, 13, 2
2022/7/23, , , 19, 11, 13, 2
2022/7/24, , , 19, 11, 13, 3
2022/7/25, , , 18, 11, 13, 4
2022/7/26, , , 20, 11, 13, 3
2022/7/27, , , 23, 11, 13, 5
2022/7/28, , , 23, 11, 13, 3
2022/7/29, , , 20, 11, 13, 4
2022/7/30, , , 21, 11, 13, 4
2022/7/31, , , 23, 11, 13, 5
2022/8/1, , , 20, 11, 13, 7
2022/8/2, , , 19, 11, 13, 4
2022/8/3, , , 17, 11, 13, 5
2022/8/4, , , 17, 11, 13, 9
2022/8/5, , , 17, 11, 13, 4
2022/8/6, , , 14, 11, 13, 2
2022/8/7, , , 17, 11, 13, 16
2022/8/8, , , 6, 11, 13, 9
2022/8/9, , , 7, 11, 13, 11
2022/8/10, , , 15, 11, 13, 8
2022/8/11, , , 9, 11, 13, 5
2022/8/12, , , 12, 11, 13, 5
2022/8/13, , , 16, 11, 13, 2
2022/8/14, , , 18, 11, 13, 3
2022/8/15, , , 21, 11, 13, 6
2022/8/16, , , 17, 11, 13, 5
2022/8/17, , , 17, 11, 13, 4
2022/8/18, , , 19, 11, 13, 8
2022/8/19, , , 12, 11, 13, 8
2022/8/20, , , 13, 11, 13, 3
2022/8/21, , , 17, 11, 13, 4
2022/8/22, , , 17, 11, 13, 3
2022/8/23, , , 12, 11, 13, 4
2022/8/24, , , 20, 11, 13, 6
2022/8/25, , , 13, 11, 13, 5
2022/8/26, , , 14, 11, 13, 3
2022/8/27, , , 14, 11, 13, 2
2022/8/28, , , 18, 11, 13, 3
2022/8/29, , , 13, 11, 13, 4
2022/8/30, , , 15, 11, 13, 4
2022/8/31, , , 18, 11, 13, 3
2022/9/1, , , 18, 11, 13, 2
2022/9/2, , , 20, 11, 13, 1
2022/9/3, , , 27, 11, 13, 3
2022/9/4, , , 22, 11, 13, 3
2022/9/5, , , 32, 11, 13, 3
2022/9/6, , , 34, 11, 13, 9
2022/9/7, , , 20, 11, 13, 4
2022/9/8, , , 18, 11, 13, 5
2022/9/9, , , 14, 11, 13, 5
2022/9/10, , , 20, 11, 13, 3
2022/9/11, , , 30, 11, 13, 5
2022/9/12, , , 19, 11, 13, 6
2022/9/13, , , 19, 11, 13, 5
2022/9/14, , , 18, 11, 13, 4
2022/9/15, , , 16, 11, 13, 5
2022/9/16, , , 18, 11, 13, 5
2022/9/17, , , 23, 11, 13, 3
2022/9/18, , , 19, 11, 13, 4
2022/9/19, , , 18, 11, 13, 5
2022/9/20, , , 19, 11, 13, 8
2022/9/21, , , 14, 11, 13, 4
2022/9/22, , , 12, 11, 13, 11
2022/9/23, , , 11, 11, 13, 10
2022/9/24, , , 11, 11, 13, 
