date, pm25, pm10, o3, no2, so2, co
2021/11/22, 36, 30, 13, 13, 10, 3
2021/11/23, 51, 38, 15, 16, 11, 6
2021/11/24, 64, 51, 11, 27, 11, 9
2021/11/25, 96, 57, 16, 27, 11, 8
2021/11/26, 115, 54, 28, 23, 12, 5
2021/11/27, 104, 74, 8, 24, 14, 7
2021/11/28, 157, 55, 27, 53, 12, 17
2021/11/29, 103, 53, 23, 25, 16, 6
2021/11/30, 100, 46, 26, 27, 13, 7
2021/12/1, 86, 61, 29, 34, 15, 9
2021/12/2, 124, 64, 26, 41, 13, 14
2021/12/3, 129, 53, 26, 50, 14, 16
2021/12/4, 108, 61, 30, 39, 13, 9
2021/12/5, 132, 70, 29, 41, 13, 12
2021/12/6, 144, 71, 24, 42, 17, 10
2021/12/7, 144, 73, 22, 48, 17, 11
2021/12/8, 149, 73, 17, 31, 12, 7
2021/12/9, 154, 75, 20, 34, 14, 8
2021/12/10, 153, 62, 17, 39, 11, 10
2021/12/11, 128, 61, 24, 25, 12, 7
2021/12/12, 124, 34, 14, 22, 12, 7
2021/12/13, 64, 65, 38, 34, 13, 10
2021/12/14, 141, 69, 14, 45, 16, 13
2021/12/15, 150, 62, 17, 43, 12, 15
2021/12/16, 131, 57, 17, 27, 12, 8
2021/12/17, 114, 39, 18, 20, 12, 5
2021/12/18, 74, 55, 14, 26, 13, 6
2021/12/19, 113, 62, 17, 28, 15, 7
2021/12/20, 130, 57, 15, 32, 12, 8
2021/12/21, 115, 74, 17, 41, 12, 10
2021/12/22, 152, 55, 15, 41, 14, 9
2021/12/23, 116, 51, 13, 40, 14, 11
2021/12/24, 109, 52, 10, 38, 14, 10
2021/12/25, 114, 49, 10, 27, 15, 7
2021/12/26, 98, 17, 3, 12, 11, 5
2021/12/27, 32, 20, 11, 18, 12, 5
2021/12/28, 37, 32, 6, 18, 12, 5
2021/12/29, 57, 41, 11, 15, 11, 5
2021/12/30, 73, 54, 7, 18, 11, 7
2021/12/31, 102, 65, 7, 16, 13, 6
2022/1/1, 137, 58, 14, 25, 12, 9
2022/1/2, 103, 95, 8, 35, 12, 11
2021/7/1, 14, 15, 19, 11, 8, 5
2021/7/2, 12, 17, 23, 10, 8, 5
2021/7/3, 18, 15, 22, 10, 8, 6
2021/7/4, 18, 11, 21, 11, 8, 7
2021/7/5, 13, 16, 25, 11, 8, 9
2021/7/6, 19, 16, 21, 11, 8, 6
2021/7/7, 22, 9, 20, 11, 7, 10
2021/7/8, 14, 11, 17, 11, 8, 7
2021/7/9, 15, 14, 17, 11, 8, 7
2021/7/10, 18, 12, 17, 11, 8, 5
2021/7/11, 16, 13, 18, 17, 9, 5
2021/7/12, 17, 12, 18, 16, 9, 3
2021/7/13, 16, 12, 18, 16, 9, 4
2021/7/14, 16, 10, 18, 17, 8, 5
2021/7/15, 13, 15, 18, 21, 9, 7
2021/7/16, 19, 15, 17, 21, 9, 5
2021/7/17, 19, 12, 19, 21, 8, 6
2021/7/18, 18, 23, 16, 26, 9, 8
2021/7/19, 35, 20, 26, 22, 8, 5
2021/7/20, 33, 12, 24, 18, 8, 4
2021/7/21, 20, 22, 20, 23, 8, 7
2021/7/22, 35, 10, 18, 17, 8, 6
2021/7/23, 18, 13, 19, 13, 8, 4
2021/7/24, 21, 15, 28, 14, 8, 3
2021/7/25, 23, 13, 40, 12, 8, 3
2021/7/26, 21, 9, 29, 12, 8, 3
2021/7/27, 14, 13, 28, 13, 8, 3
2021/7/28, 22, 18, 28, 14, 8, 4
2021/7/29, 34, 21, 32, 16, 8, 4
2021/7/30, 38, 14, 31, 17, 9, 3
2021/7/31, 24, 6, 22, 11, 8, 2
2021/8/1, 10, 12, 29, 20, 9, 3
2021/8/2, 20, 15, 39, 21, 9, 3
2021/8/3, 26, 21, 37, 12, 9, 4
2021/8/4, 39, 21, 34, 15, 9, 4
2021/8/5, 38, 23, 26, 14, 9, 4
2021/8/6, 41, 13, 29, 13, 10, 3
2021/8/7, 22, 24, 25, 14, 9, 4
2021/8/8, 44, 41, 24, 16, 9, 5
2021/8/9, 77, 16, 20, 17, 9, 4
2021/8/10, 32, 19, 20, 13, 9, 4
2021/8/11, 36, 21, 21, 15, 9, 4
2021/8/12, 41, 23, 20, 16, 10, 4
2021/8/13, 42, 26, 23, 13, 9, 3
2021/8/14, 50, 9, 21, 14, 9, 3
2021/8/15, 22, 14, 22, 15, 9, 4
2021/8/16, 17, 1, 24, 11, 9, 3
2021/8/17, 2, 1, 22, 14, 9, 3
2021/8/18, 2, 53, 21, 15, 10, 3
2021/8/19, 84, 22, 24, 13, 9, 3
2021/8/20, 40, 33, 25, 11, 9, 2
2021/8/21, 57, 62, 24, 9, 9, 2
2021/8/22, 116, 20, 24, 14, 10, 3
2021/8/23, 28, 17, 22, 14, 9, 4
2021/8/24, 26, 10, 20, 11, 9, 3
2021/8/25, 15, 11, 19, 14, 9, 4
2021/8/26, 16, 10, 21, 14, 10, 3
2021/8/27, 16, 8, 25, 13, 9, 2
2021/8/28, 13, , 31, 13, 11, 2
2021/8/30, 15, 12, 27, 15, 9, 3
2021/8/31, 19, 15, 35, 15, 10, 3
2021/9/1, 23, 13, 28, 10, 9, 2
2021/9/2, 22, 17, 27, 12, 10, 3
2021/9/3, 27, 12, 28, 11, 9, 3
2021/9/4, 21, 7, 21, 11, 9, 3
2021/9/5, 11, 14, 36, 14, 9, 3
2021/9/6, 22, 19, 20, 15, 9, 4
2021/9/7, 32, 12, 20, 13, 9, 4
2021/9/8, 20, 4, 27, 14, 9, 4
2021/9/9, 7, 10, 36, 15, 9, 5
2021/9/10, 16, 16, 59, 14, 9, 4
2021/9/11, 26, 26, 105, 14, 10, 4
2021/9/12, 42, 27, 36, 15, 9, 5
2021/9/13, 44, 15, 22, 14, 9, 4
2021/9/14, 26, 12, 19, 16, 9, 5
2021/9/15, 19, 16, 19, 19, 9, 7
2021/9/16, 25, 9, 20, 15, 9, 6
2021/9/17, 14, 12, 19, 14, 10, 4
2021/9/18, 19, 12, 20, 11, 9, 3
2021/9/19, 19, 19, 33, 15, 10, 4
2021/9/20, 31, 24, 29, 20, 11, 7
2021/9/21, 38, 19, 19, 21, 12, 6
2021/9/22, 29, 17, 26, 21, 11, 6
2021/9/23, 28, 15, 17, 14, 10, 4
2021/9/24, 25, 11, 18, 15, 9, 6
2021/9/25, 19, 15, 21, 14, 9, 5
2021/9/26, 27, 14, 34, 19, 9, 7
2021/9/27, 22, 23, 37, 19, 10, 6
2021/9/28, 36, 27, 56, 22, 11, 7
2021/9/29, 44, 23, 48, 21, 11, 7
2021/9/30, 37, 20, 20, 21, 11, 8
2021/4/1, 54, 28, 16, 15, 7, 12
2021/4/2, 44, 34, 16, 15, 8, 11
2021/4/3, 53, 43, 16, 16, 8, 11
2021/4/4, 66, 41, 9, 16, 8, 14
2021/4/5, 63, 44, 22, 16, 8, 10
2021/4/6, 70, 31, 20, 16, 7, 9
2021/4/7, 44, 32, 18, 15, 8, 10
2021/4/8, 44, 30, 10, 15, 8, 7
2021/4/9, 46, 43, 9, 14, 8, 9
2021/4/10, 77, 44, 13, 15, 8, 10
2021/4/11, 78, 28, 16, 14, 8, 5
2021/4/12, 37, 23, 18, 15, 8, 7
2021/4/13, 33, 24, 18, 14, 8, 7
2021/4/14, 33, 24, 21, 14, 8, 8
2021/4/15, 35, 26, 21, 14, 8, 8
2021/4/16, 36, 20, 18, 14, 7, 6
2021/4/17, 33, 35, 9, 15, 9, 9
2021/4/18, 57, 27, 16, 15, 8, 8
2021/4/19, 41, 21, 22, 14, 8, 5
2021/4/20, 28, 22, 24, 13, 7, 4
2021/4/21, 29, 24, 25, 14, 8, 6
2021/4/22, 31, 23, 24, 14, 8, 6
2021/4/23, 32, 27, 24, 14, 8, 5
2021/4/24, 39, 32, 26, 15, 8, 9
2021/4/25, 54, 27, 22, 16, 8, 9
2021/4/26, 48, 22, 10, 16, 10, 9
2021/4/27, 32, 22, 16, 15, 9, 6
2021/4/28, 36, 15, 38, 16, 9, 5
2021/4/29, 19, , , , , 
2021/5/4, 24, 18, 25, 16, 8, 7
2021/5/5, 29, 30, 24, 16, 8, 7
2021/5/6, 40, 27, 22, 15, 8, 6
2021/5/7, 39, 25, 21, 14, 8, 5
2021/5/8, 33, 20, 23, 14, 8, 4
2021/5/9, 28, 23, 25, 14, 8, 4
2021/5/10, 34, 25, 32, 15, 8, 7
2021/5/11, 36, 23, 25, 15, 8, 6
2021/5/12, 32, 23, 26, 15, 8, 5
2021/5/13, 36, 16, 24, 15, 8, 4
2021/5/14, 24, 17, 25, 13, 8, 3
2021/5/15, 24, 20, 31, 13, 8, 4
2021/5/16, 29, 16, 31, 13, 8, 4
2021/5/17, 22, 14, 30, 13, 8, 4
2021/5/18, 18, 19, 24, 14, 8, 5
2021/5/19, 24, 19, 29, 15, 8, 6
2021/5/20, 24, 19, 27, 14, 8, 5
2021/5/21, 26, 17, 33, 13, 9, 4
2021/5/22, 24, 16, 40, 13, 9, 4
2021/5/23, 22, 9, 35, 16, 9, 4
2021/5/24, 14, 8, 15, 14, 9, 5
2021/5/25, 7, 8, 24, 14, 9, 6
2021/5/26, 7, 8, 25, 14, 9, 6
2021/5/27, 7, 7, 24, 15, 9, 6
2021/5/29, 7, 7, 32, 14, 9, 5
2021/5/30, 8, 19, 29, 16, 9, 6
2021/5/31, 20, 22, 25, 15, 9, 6
2021/6/1, 24, 25, 32, 15, 9, 6
2021/6/2, 31, 25, 30, 14, 9, 6
2021/6/3, 32, 19, 22, 15, 10, 3
2021/6/4, 23, 31, 35, 16, 12, 6
2021/6/5, 44, 49, 27, 16, 10, 7
2021/6/6, 84, 24, 24, 17, 10, 7
2021/6/7, 38, 18, 24, 17, 10, 7
2021/6/8, 30, 16, 23, 18, 9, 7
2021/6/9, 26, 16, 25, 17, 10, 10
2021/6/10, 23, 17, 25, 18, 9, 9
2021/6/11, 22, 16, 22, 15, 10, 4
2021/6/12, 25, 7, 22, 14, 10, 4
2021/6/13, 10, 11, 23, 15, 10, 5
2021/6/14, 13, 16, 23, 16, 10, 7
2021/6/15, 16, 16, 24, 16, 8, 7
2021/6/16, 19, 9, 29, 16, 5, 7
2021/6/17, 7, 15, 31, 16, 7, 6
2021/6/18, 13, 14, 26, 15, 7, 5
2021/6/19, 13, 19, 22, 14, 7, 5
2021/6/20, 16, 23, 27, 14, 7, 6
2021/6/21, 21, 25, 29, 14, 7, 5
2021/6/22, 32, 14, 24, 13, 7, 6
2021/6/23, 18, 20, 23, 14, 7, 10
2021/6/24, 27, 22, 21, 13, 7, 10
2021/6/25, 27, 16, 23, 11, 8, 7
2021/6/26, 18, 14, 22, 11, 7, 5
2021/6/27, 16, 16, 22, 11, 7, 6
2021/6/28, 12, 17, 20, 11, 8, 7
2021/6/29, 14, 16, 21, 11, 8, 6
2021/6/30, 14, 17, 20, 11, 7, 5
2021/1/4, 138, 72, 12, 27, 7, 14
2021/1/5, 154, 57, 15, 16, 4, 10
2021/1/6, 125, 49, 7, 15, 4, 10
2021/1/7, 106, 14, 11, 8, 2, 8
2021/1/8, 29, 22, 12, 11, 4, 6
2021/1/9, 43, 26, 13, 13, 4, 6
2021/1/10, 52, 32, 17, 14, 4, 7
2021/1/11, 62, 31, 22, 22, 5, 12
2021/1/12, 60, 50, 17, 28, 10, 14
2021/1/13, 103, 57, 23, 31, 13, 12
2021/1/14, 122, 62, 4, 30, 6, 17
2021/1/15, 138, 60, 4, 25, 10, 15
2021/1/16, 135, 47, 12, 13, 4, 8
2021/1/17, 100, 36, 23, 18, 4, 10
2021/1/18, 73, 42, 16, 27, 7, 13
2021/1/19, 87, 48, 8, 27, 8, 15
2021/1/20, 100, 68, 4, 15, 4, 18
2021/1/21, 141, 63, 9, , 4, 17
2021/1/22, 133, 63, 6, , 4, 14
2021/1/23, 133, 49, 14, , 4, 11
2021/1/24, 102, 35, 7, 25, 3, 14
2021/1/25, 60, 28, 8, 20, 2, 12
2021/1/26, 39, 24, 10, 23, 3, 12
2021/1/27, 32, 25, 5, 18, 3, 11
2021/1/28, 37, 36, 2, 18, 5, 10
2021/1/29, 61, 55, 2, 37, 6, 21
2021/1/30, 101, 51, 3, 23, 8, 15
2021/1/31, 95, 40, 3, 22, 7, 12
2021/2/1, 57, 36, 7, 26, 9, 12
2021/2/2, 53, 38, 17, 32, 9, 10
2021/2/3, 55, 41, 15, 37, 9, 13
2021/2/4, 65, 40, 12, 38, 9, 12
2021/2/5, 62, 39, 18, 35, 9, 10
2021/2/6, 62, 38, 15, 34, 10, 10
2021/2/7, 62, 37, 19, 25, 9, 8
2021/2/8, 65, 13, 23, 18, 6, 6
2021/2/9, 26, 33, 25, 24, 9, 10
2021/2/10, 61, 25, 35, 22, 8, 7
2021/2/11, 46, 25, 30, 21, 8, 6
2021/2/12, 47, 23, 35, 22, 8, 6
2021/2/13, 43, 21, 28, 25, 8, 6
2021/2/14, 38, 25, 19, 24, 8, 7
2021/2/15, 48, 28, 16, 24, 8, 7
2021/2/16, 53, 25, 17, 20, 8, 7
2021/2/17, 46, 33, 16, 13, 10, 9
2021/2/18, 60, 42, 24, 13, 11, 13
2021/2/19, 77, 37, 34, 11, 11, 8
2021/2/20, 70, 29, 35, 10, 10, 6
2021/2/21, 52, 23, 17, 10, 8, 8
2021/2/22, 42, 23, 16, 8, 7, 10
2021/2/23, 43, 19, 21, 1, 6, 5
2021/2/24, 32, 21, 12, 1, 6, 6
2021/2/25, 34, 20, 8, 2, 6, 10
2021/2/26, 33, 26, 7, 1, 6, 7
2021/2/27, 47, 26, 5, 2, 7, 10
2021/2/28, 51, 23, 6, 6, 7, 15
2021/3/1, 44, 22, 7, 16, 7, 10
2021/3/2, 35, 36, 7, 16, 7, 12
2021/3/3, 65, 30, 7, 15, 7, 13
2021/3/4, 59, 19, 6, 16, 7, 16
2021/3/5, 37, 20, 12, 16, 7, 11
2021/3/6, 38, 20, 14, 16, 7, 9
2021/3/7, 37, 20, 13, 16, 7, 13
2021/3/8, 39, 10, 8, 15, 7, 7
2021/3/9, 21, 10, 12, 15, 7, 6
2021/3/10, 20, 11, 10, 15, 7, 8
2021/3/11, 22, 11, 12, 16, 7, 8
2021/3/12, 20, 12, 10, 16, 7, 11
2021/3/13, 24, 12, 16, 16, 7, 8
2021/3/14, 24, 8, 15, 15, 7, 6
2021/3/15, 16, 9, 12, 15, 7, 10
2021/3/16, 17, 8, 11, 15, 7, 8
2021/3/17, 16, 7, 10, 15, 7, 11
2021/3/18, 15, 5, 10, 14, 7, 8
2021/3/19, 10, 3, 11, 14, 7, 9
2021/3/20, 7, 3, 16, 14, 7, 5
2021/3/21, 5, 33, 19, 15, 7, 6
2021/3/22, 51, 61, 24, 17, 9, 8
2021/3/23, 81, 63, 9, 18, 11, 12
2021/3/24, 101, 58, 11, 18, 8, 17
2021/3/25, 113, 34, 9, 16, 7, 10
2021/3/26, 59, 22, 9, 15, 7, 8
2021/3/27, 38, 25, 7, 15, 7, 10
2021/3/28, 42, 39, 11, 15, 7, 11
2021/3/29, 63, 43, 14, 16, 7, 14
2021/3/30, 67, 49, 13, 16, 7, 13
2021/3/31, 74, 37, 15, 15, 7, 12
2020/10/1, 22, 26, , 17, 6, 13
2020/10/2, 37, 28, , 13, 6, 15
2020/10/3, 40, 21, , 9, 6, 10
2020/10/4, 33, 20, , 8, 6, 15
2020/10/5, 28, 22, , 1, 6, 5
2020/10/6, 33, 15, , , 6, 5
2020/10/7, 20, 19, , 8, 6, 4
2020/10/8, 27, 16, , 8, 6, 5
2020/10/9, 21, 22, , 9, 7, 4
2020/10/10, 32, 24, , 10, 7, 4
2020/10/11, 39, 39, , 17, 8, 8
2020/10/12, 60, 38, , 17, 8, 6
2020/10/13, 56, 14, , 8, 6, 4
2020/10/14, 26, 9, , 8, 6, 5
2020/10/15, 16, 12, , 8, 6, 5
2020/10/16, 18, 13, , 10, 7, 4
2020/10/17, 15, 16, , 10, 7, 5
2020/10/18, 26, 20, , 12, 7, 6
2020/10/19, 28, 20, , 14, 9, 5
2020/10/20, 25, 21, , 15, 8, 6
2020/10/21, 25, 36, , 20, 10, 7
2020/10/22, 46, 51, , 27, 10, 12
2020/10/23, 75, 53, , 29, 11, 11
2020/10/24, 80, 48, , 19, 9, 7
2020/10/25, 76, 33, , 17, 7, 6
2020/10/26, 55, 37, , 23, 7, 12
2020/10/27, 57, 38, , 15, 7, 8
2020/10/28, 60, 25, , 12, 7, 5
2020/10/29, 44, 13, , 13, 7, 7
2020/10/30, 24, 23, , 15, 7, 10
2020/10/31, 35, 47, , 22, 8, 11
2020/11/1, 74, 37, , 18, 8, 10
2020/11/2, 62, 19, , 14, 9, 6
2020/11/3, 26, 36, 14, 22, 6, 11
2020/11/4, 56, 54, 15, 34, 3, 14
2020/11/5, 91, 59, 13, 31, 2, 14
2020/11/6, 112, 31, 18, 17, 2, 9
2020/11/7, 53, 26, 25, 18, 3, 7
2020/11/8, 47, 32, 29, 24, 5, 8
2020/11/9, 54, 38, 30, 25, 7, 8
2020/11/10, 65, 40, 26, 30, 7, 11
2020/11/11, 60, 45, 39, 31, 5, 11
2020/11/12, 73, 41, 34, 30, 5, 10
2020/11/13, 66, 39, 31, 24, 5, 8
2020/11/14, 67, 26, 21, 14, 1, 6
2020/11/15, 49, 23, 3, 12, 1, 10
2020/11/16, 45, 23, 6, 15, 1, 13
2020/11/17, 37, 22, 5, 13, 1, 10
2020/11/18, 30, 26, 4, 13, 1, 12
2020/11/19, 36, 25, 4, 13, 1, 11
2020/11/20, 35, 19, 5, 12, 1, 6
2020/11/21, 26, 23, 6, 14, 1, 6
2020/11/22, 34, 31, 5, 19, 1, 10
2020/11/23, 38, 32, 4, 24, 2, 9
2020/11/24, 47, 37, 8, 28, 2, 8
2020/11/25, 60, 34, 5, 29, 1, 8
2020/11/26, 50, 35, 18, 24, 2, 7
2020/11/27, 59, 25, 12, 14, 2, 5
2020/11/28, 44, 20, 18, 14, 2, 4
2020/11/29, 34, 27, 21, 20, 3, 5
2020/11/30, 46, 40, 15, 27, 6, 7
2020/12/1, 70, 46, 12, 27, 4, 8
2020/12/2, 84, 37, 13, 20, 3, 7
2020/12/3, 70, 23, 15, 18, 3, 6
2020/12/4, 42, 27, 16, 19, 3, 6
2020/12/5, 50, 43, 19, 26, 4, 7
2020/12/6, 82, 50, 26, 25, 4, 7
2020/12/7, 100, 40, 17, 26, 4, 8
2020/12/8, 78, 50, 14, 34, 4, 11
2020/12/9, 103, 55, 24, 38, 6, 11
2020/12/10, 113, 49, 16, 32, 4, 12
2020/12/11, 103, 37, 13, 28, 4, 9
2020/12/12, 73, 32, 8, 21, 2, 8
2020/12/13, 63, 26, 5, 16, 2, 8
2020/12/14, 49, 13, 5, 11, 1, 7
2020/12/15, 25, 13, 6, 9, 2, 6
2020/12/16, 26, 17, 7, 8, 1, 5
2020/12/17, 34, 20, 8, 8, 1, 5
2020/12/18, 38, 24, 15, 11, 2, 5
2020/12/19, 47, 26, 20, 12, 3, 4
2020/12/20, 50, 34, 25, 18, 4, 7
2020/12/21, 66, 48, 25, 28, 4, 9
2020/12/22, 96, 48, 12, 30, 8, 11
2020/12/23, 98, 37, 16, 23, 4, 9
2020/12/24, 74, 51, 13, 32, 8, 13
2020/12/25, 107, 48, 5, 28, 6, 13
2020/12/26, 95, 50, 3, 17, 3, 12
2020/12/27, 102, 27, 6, 16, 2, 12
2020/12/28, 54, 17, 6, 17, 2, 10
2020/12/29, 33, 24, 14, 16, 3, 9
2020/12/30, 43, 31, 17, 24, 6, 9
2020/12/31, 58, 43, 29, 23, 6, 10
2021/1/1, 86, 66, 30, 26, 7, 11
2021/1/2, 143, 63, 18, 23, 7, 9
2021/1/3, 136, 62, 22, 26, 8, 10
2020/7/1, 33, 30, 17, 17, 2, 11
2020/7/2, 32, 24, 18, 14, 2, 10
2020/7/3, 24, 19, 17, 15, 2, 10
2020/7/4, 24, 21, 16, 11, 2, 8
2020/7/5, 23, 20, 19, 9, 2, 6
2020/7/6, 20, 26, 23, 10, 2, 6
2020/7/7, 27, 27, 18, 11, 2, 7
2020/7/8, 24, 32, 18, 10, 2, 7
2020/7/9, 23, 35, 18, 11, 2, 8
2020/7/10, 22, 43, 18, 13, 4, 10
2020/7/11, 29, 37, 20, 13, 2, 10
2020/7/12, 34, 34, 24, 14, 2, 8
2020/7/13, 32, 29, 31, 17, 2, 8
2020/7/14, 31, 27, 24, 11, 2, 6
2020/7/15, 27, 25, 22, 7, 2, 6
2020/7/16, 24, 26, 22, 8, 2, 6
2020/7/17, 22, 27, 23, 8, 2, 5
2020/7/18, 24, 28, 22, 8, 2, 5
2020/7/19, 26, 24, 20, 9, 2, 10
2020/7/20, 29, 24, 14, 6, 4, 7
2020/7/21, 27, 21, 14, 5, 3, 6
2020/7/22, 20, 21, 14, , 3, 6
2020/7/23, 19, 24, 14, , 3, 8
2020/7/24, 25, 25, 16, , 3, 6
2020/7/25, 21, 21, 15, , 3, 6
2020/7/26, 23, 42, 15, , 4, 10
2020/7/27, 51, 53, 28, , 4, 12
2020/7/28, 76, 44, 16, , 3, 13
2020/7/29, 54, 37, 15, 12, 3, 11
2020/7/30, 44, 33, 16, 16, 3, 9
2020/7/31, 43, 24, 14, 9, 3, 4
2020/8/1, 31, 10, 13, 6, 3, 4
2020/8/2, 15, 20, 13, 10, 4, 12
2020/8/3, 32, 19, 12, 9, 4, 13
2020/8/4, 27, 20, 13, 10, 3, 15
2020/8/5, 29, 13, 12, 8, 3, 13
2020/8/6, 20, 15, 12, 6, 3, 14
2020/8/7, 21, 20, 13, 6, 3, 21
2020/8/8, 24, 19, 13, 8, 3, 21
2020/8/9, 23, 24, 17, 14, 3, 21
2020/8/10, 26, 19, 8, 19, 4, 11
2020/8/11, 14, 21, 12, 12, 4, 10
2020/8/12, 23, 13, 12, 11, 3, 9
2020/8/13, 17, 13, 11, 7, 4, 10
2020/8/14, 19, 16, 6, 8, 4, 10
2020/8/15, 22, 32, 6, 9, 4, 9
2020/8/16, 43, 13, 6, 9, 4, 10
2020/8/17, 19, 8, , 8, 4, 11
2020/8/18, 13, 21, , 12, 4, 14
2020/8/19, 28, 30, , 12, 4, 8
2020/8/20, 41, 19, , 17, 4, 14
2020/8/21, 23, 19, , 11, 4, 7
2020/8/22, 26, 24, , 10, 4, 8
2020/8/23, 32, 22, , 12, 4, 9
2020/8/24, 26, 19, , 9, 4, 7
2020/8/25, 21, 26, , 13, 4, 7
2020/8/26, 30, 39, , 16, 4, 7
2020/8/27, 50, 30, , 15, 4, 11
2020/8/28, 38, 26, , 15, 4, 9
2020/8/29, 32, 30, , 17, 5, 8
2020/8/30, 37, 32, , 14, 5, 9
2020/8/31, 40, 32, , 18, 5, 9
2020/9/1, 40, 51, , 15, 4, 7
2020/9/2, 76, 48, , 21, 4, 11
2020/9/3, 71, 38, , 18, 4, 12
2020/9/4, 55, 28, , 12, 4, 7
2020/9/5, 35, 23, , 13, 4, 7
2020/9/6, 28, 12, , 12, 4, 7
2020/9/7, 17, 36, , 19, 5, 12
2020/9/8, 47, 23, , 14, 6, 11
2020/9/9, 30, 24, , 10, 5, 11
2020/9/10, 31, 23, , 15, 5, 12
2020/9/11, 28, 22, , 11, 4, 11
2020/9/12, 28, 17, , 9, 4, 9
2020/9/13, 25, 18, , 10, 5, 13
2020/9/14, 23, 18, , 9, 5, 10
2020/9/15, 22, 21, , 10, 5, 11
2020/9/16, 25, 28, , 14, 5, 12
2020/9/17, 33, 12, , 6, 5, 3
2020/9/18, 15, 12, , 7, 5, 5
2020/9/19, 18, 24, , 9, 5, 10
2020/9/20, 36, 28, , 10, 6, 12
2020/9/21, 40, 14, , 8, 5, 11
2020/9/22, 19, 20, , 9, 6, 12
2020/9/23, 27, 14, , 10, 5, 7
2020/9/24, 19, 27, , 13, 6, 10
2020/9/25, 37, 16, , 10, 5, 9
2020/9/26, 22, 13, , 6, 5, 6
2020/9/27, 20, 22, , 15, 5, 10
2020/9/28, 32, 31, , 16, 5, 11
2020/9/29, 44, 22, , 13, 5, 12
2020/9/30, 28, 16, , 13, 5, 14
2020/4/1, 65, 28, 5, 3, 5, 6
2020/4/2, 54, 25, 7, 6, 5, 8
2020/4/3, 48, 15, 6, 2, 5, 4
2020/4/4, 28, 8, 13, 1, 5, 4
2020/4/5, 14, 18, 11, 6, 5, 6
2020/4/6, 34, 36, 21, 7, 5, 6
2020/4/7, 69, 46, 17, 12, 5, 9
2020/4/8, 89, 41, 25, 11, 6, 8
2020/4/9, 76, 33, 23, 11, 6, 8
2020/4/10, 60, 22, 18, 6, 5, 6
2020/4/11, 42, 17, 22, 5, 5, 4
2020/4/12, 31, 22, 20, 5, 5, 4
2020/4/13, 42, 26, 38, 6, 6, 5
2020/4/14, 48, 31, 32, 8, 7, 6
2020/4/15, 57, 26, 17, 6, 4, 8
2020/4/16, 49, 15, 14, 2, 4, 5
2020/4/17, 28, 14, 17, 3, 4, 5
2020/4/18, 27, 17, 13, 1, 4, 6
2020/4/19, 33, 13, 14, 3, 34, 5
2020/4/20, 25, 15, 14, 4, 24, 7
2020/4/21, 24, 10, 13, 5, 15, 8
2020/4/22, 12, 6, 17, 2, 6, 5
2020/4/23, 7, 6, 16, 2, 10, 4
2020/4/24, 11, 11, 22, 3, 6, 5
2020/4/25, 15, 10, 18, 3, 6, 5
2020/4/26, 14, 11, 27, 8, 7, 8
2020/4/27, 17, 44, 37, 11, 16, 8
2020/4/28, 55, 67, 42, 10, 11, 10
2020/4/29, 99, 48, 24, 5, 6, 8
2020/4/30, 61, 35, 12, 6, 5, 8
2020/5/1, 49, 40, 23, 3, 5, 6
2020/5/2, 47, 33, 16, 4, 5, 8
2020/5/3, 41, 36, 21, 7, 5, 8
2020/5/4, 40, 39, 17, 6, 5, 10
2020/5/5, 47, 37, 13, 4, 5, 10
2020/5/6, 42, 41, 13, 5, 5, 10
2020/5/7, 51, 40, 17, 5, 5, 9
2020/5/8, 46, 40, 18, 5, 5, 10
2020/5/9, 52, 39, 25, 4, 5, 7
2020/5/10, 44, 32, 14, 5, 5, 10
2020/5/11, 37, 25, 14, 5, 5, 9
2020/5/12, 30, 28, 15, 4, 6, 9
2020/5/13, 32, 23, 19, 4, 6, 8
2020/5/14, 22, 27, 15, 3, 5, 6
2020/5/15, 32, 29, 18, 2, 6, 7
2020/5/16, 35, 24, 15, , 6, 7
2020/5/17, 26, 28, 30, , 6, 9
2020/5/18, 32, 39, 18, , 6, 10
2020/5/19, 49, 32, 17, , 6, 10
2020/5/20, 33, 45, 24, 12, 6, 11
2020/5/21, 44, 41, 15, 10, 6, 9
2020/5/22, 38, 28, 19, 7, 6, 8
2020/5/23, 37, 37, 17, 8, 6, 9
2020/5/24, 48, 30, 26, 7, 6, 9
2020/5/25, 34, 21, 20, 4, 7, 5
2020/5/26, 27, 27, 21, 7, 7, 7
2020/5/27, 35, 47, 24, 9, 8, 10
2020/5/28, 56, 35, 18, 9, 6, 9
2020/5/29, 41, 31, 19, 9, 6, 9
2020/5/30, 34, 32, 17, 6, 6, 7
2020/5/31, 28, 29, 16, 11, 7, 11
2020/6/1, 24, 39, 15, 11, 7, 11
2020/6/2, 41, 32, 31, 7, 6, 9
2020/6/3, 35, 32, 24, 7, 6, 8
2020/6/4, 36, 36, 24, 11, 6, 10
2020/6/5, 47, 40, 17, 13, 7, 10
2020/6/6, 51, 42, 18, 13, 8, 8
2020/6/7, 42, 39, 15, 11, 9, 7
2020/6/8, 36, 50, 26, 16, 10, 9
2020/6/9, 37, 36, 20, 14, 7, 8
2020/6/10, 33, 31, 17, 13, 7, 9
2020/6/11, 34, 30, 19, 13, 7, 7
2020/6/12, 29, 28, 17, 12, 7, 7
2020/6/13, 28, 28, 12, 12, 7, 9
