date, pm25, pm10, o3, no2, so2, co
2020/6/14, 35, 25, 12, 16, 6, 11
2020/6/15, 35, 26, 16, 11, 1, 6
2020/6/16, 21, 30, 13, 11, 2, 6
2020/6/17, 22, 25, 11, 11, 1, 7
2020/6/18, 18, 24, 12, 13, 1, 8
2020/6/19, 20, 23, 20, 10, 1, 5
2020/6/20, 21, 27, 23, 10, 1, 4
2020/6/21, 24, 28, 18, 13, 1, 7
2020/6/22, 21, 33, 22, 17, 2, 7
2020/6/23, 22, 36, 16, 18, 1, 8
2020/6/24, 23, 43, 20, 19, 2, 10
2020/6/25, 50, 30, 18, 11, 1, 6
2020/6/26, 23, 27, 27, 12, 1, 4
2020/6/27, 20, 27, 23, 11, 1, 4
2020/6/28, 23, 31, 18, 15, 3, 9
2020/6/29, 28, 31, 26, 17, 1, 8
2020/6/30, 30, 32, 17, 17, 2, 11
2020/1/1, 153, 65, 5, 25, 4, 15
2020/1/2, 118, 44, 6, 21, 3, 10
2020/1/3, 59, 44, 6, 21, 3, 12
2020/1/4, 70, 46, 6, 18, 2, 9
2020/1/5, 66, 47, 7, 17, 2, 9
2020/1/6, 63, 51, 6, 22, 2, 13
2020/1/7, 84, 48, 6, 18, 3, 12
2020/1/8, 62, 49, 6, 22, 4, 11
2020/1/9, 70, 41, 6, 15, 3, 8
2020/1/10, 52, 42, 6, 12, 3, 9
2020/1/11, 57, 38, 7, 13, 4, 8
2020/1/12, 61, 77, 4, 19, 8, 14
2020/1/13, 149, 90, 5, 28, 8, 18
2020/1/14, 171, 37, 6, 13, 3, 7
2020/1/15, 54, 41, 6, 15, 6, 12
2020/1/16, 60, 36, 8, 13, 5, 8
2020/1/17, 62, 49, 8, 12, 3, 10
2020/1/18, 97, 36, 10, 10, 3, 7
2020/1/19, 66, 46, 12, 13, 3, 11
2020/1/20, 92, 67, 7, 20, 4, 15
2020/1/21, 140, 56, 9, 15, 3, 14
2020/1/22, 111, 31, 12, 9, 2, 7
2020/1/23, 53, 23, 11, 6, 2, 5
2020/1/24, 43, 19, 17, 5, 2, 4
2020/1/25, 35, 15, 18, 9, 2, 5
2020/1/26, 23, 24, 15, 9, 3, 5
2020/1/27, 36, 36, 14, 9, 3, 5
2020/1/28, 62, 46, 14, 7, 3, 5
2020/1/29, 86, 56, 13, 16, 3, 8
2020/1/30, 115, 57, 9, 26, 5, 10
2020/1/31, 109, 70, 10, 20, 4, 9
2020/2/1, 142, 83, 12, 15, 4, 10
2020/2/2, 171, 60, 14, 10, 3, 13
2020/2/3, 124, 15, 18, 1, 3, 5
2020/2/4, 29, 24, 19, 1, 4, 9
2020/2/5, 46, 58, 6, 6, 4, 15
2020/2/6, 107, 57, 2, 6, 3, 15
2020/2/7, 108, 33, 2, , 4, 8
2020/2/8, 58, 15, 5, , 3, 5
2020/2/9, 27, 43, 3, , 7, 11
2020/2/10, 77, 52, 8, , 5, 11
2020/2/11, 99, 57, 4, 26, 4, 14
2020/2/12, 108, 42, 8, 21, 3, 15
2020/2/13, 81, 30, 14, 16, 3, 12
2020/2/14, 51, 40, 15, 18, 3, 12
2020/2/15, 62, 27, 15, 12, 4, 4
2020/2/16, 36, 40, 13, 17, 6, 6
2020/2/17, 64, 52, 14, 28, 15, 8
2020/2/18, 84, 63, 7, 33, 18, 10
2020/2/19, 116, 86, 6, 25, 8, 11
2020/2/20, 160, 98, 6, 26, 5, 12
2020/2/21, 189, 82, 16, 30, 5, 16
2020/2/22, 168, 71, 13, 32, 5, 14
2020/2/23, 137, 51, 12, 25, 4, 9
2020/2/24, 90, 47, 7, 20, 4, 9
2020/2/25, 81, 42, 5, 29, 4, 13
2020/2/26, 65, 41, 7, 24, 4, 10
2020/2/27, 66, 33, 7, 18, 3, 9
2020/2/28, 48, 34, 11, 16, 3, 7
2020/2/29, 47, 32, 12, 15, 3, 8
2020/3/1, 51, 28, 11, 14, 3, 9
2020/3/2, 43, 22, 11, 15, 3, 6
2020/3/3, 34, 23, 28, 17, 4, 6
2020/3/4, 38, 31, 8, 13, 4, 9
2020/3/5, 51, 61, 10, 22, 6, 12
2020/3/6, 112, 45, 9, 21, 4, 12
2020/3/7, 72, 45, 17, 18, 3, 9
2020/3/8, 76, 54, 33, 18, 3, 9
2020/3/9, 100, 45, 17, 17, 4, 7
2020/3/10, 70, 52, 15, 28, 6, 12
2020/3/11, 83, 40, 13, 21, 4, 13
2020/3/12, 71, 40, 14, 14, 4, 11
2020/3/13, 74, 37, 13, 16, 5, 8
2020/3/14, 60, 51, 10, 18, 6, 9
2020/3/15, 95, 59, 5, 22, 7, 17
2020/3/16, 121, 31, 11, 21, 4, 16
2020/3/17, 59, 16, 7, 9, 4, 8
2020/3/18, 32, 17, 7, 8, 4, 6
2020/3/19, 31, 47, 8, 22, 5, 12
2020/3/20, 80, 31, 16, 13, 4, 9
2020/3/21, 57, 22, 15, 8, 4, 7
2020/3/22, 40, 27, 14, 11, 4, 10
2020/3/23, 48, 19, 14, 7, 4, 6
2020/3/24, 31, 17, 14, 7, , 5
2020/3/25, 27, 13, 14, 4, , 4
2020/3/26, 23, 19, 17, 5, , 7
2020/3/27, 32, 21, 14, 4, , 6
2020/3/28, 34, 14, 46, 2, 4, 4
2020/3/29, 25, , , , , 
2019/10/1, 150, 64, 20, 14, , 9
2019/10/2, 116, 41, 18, 11, , 8
2019/10/3, 86, 57, 14, 13, , 11
2019/10/4, 120, 51, 22, 10, , 8
2019/10/5, 94, 52, 26, 8, , 5
2019/10/6, 94, 61, 29, 10, , 5
2019/10/7, 105, 26, 16, 5, , 4
2019/10/8, 58, 20, 14, 6, , 5
2019/10/9, 42, 54, 15, 9, , 6
2019/10/10, 109, 35, 15, 10, , 6
2019/10/11, 56, 36, 15, 10, , 5
2019/10/12, 61, 36, 15, 8, , 4
2019/10/13, 67, 29, 18, 5, , 2
2019/10/14, 58, 30, 20, 6, , 2
2019/10/15, 60, 39, 40, 6, , 5
2019/10/16, 76, 45, 35, , , 7
2019/10/17, 97, 24, 21, 23, , 4
2019/10/18, 48, 29, 34, , , 5
2019/10/19, 49, 46, 41, , , 5
2019/10/20, 94, 56, 27, , , 7
2019/10/21, 118, 36, 22, , , 3
2019/10/22, 68, 28, 22, , , 4
2019/10/23, 55, 16, 17, , , 2
2019/10/24, 35, 32, 16, , , 2
2019/10/25, 67, 52, 23, , , 1
2019/10/26, 112, 44, 15, , , 1
2019/10/27, 95, 29, 13, , , 1
2019/10/28, 64, 23, 27, , , 1
2019/10/29, 40, 47, 34, , , 2
2019/10/30, 90, 53, 20, , , 1
2019/10/31, 103, 23, 19, , , 
2019/11/1, 61, 26, 13, , , 
2019/11/2, 62, 32, 20, , , 
2019/11/3, 71, 38, 33, , , 1
2019/11/4, 70, 62, 46, , , 2
2019/11/5, 120, 78, 35, , , 1
2019/11/6, 157, 69, 39, , , 10
2019/11/7, 149, 56, 41, , , 7
2019/11/8, 118, 64, 49, , , 8
2019/11/9, 131, 74, 54, , , 6
2019/11/10, 164, 76, 45, , , 8
2019/11/11, 165, 96, 44, , , 9
2019/11/12, 217, 53, 15, , , 7
2019/11/13, 117, 29, 14, , , 8
2019/11/14, 56, 53, 21, , , 9
2019/11/15, 101, 48, 27, , , 6
2019/11/16, 91, 31, 17, , , 4
2019/11/17, 61, 27, 16, , , 7
2019/11/18, 53, 32, 18, , , 5
2019/11/19, 59, 61, 19, , , 9
2019/11/20, 105, 71, 15, , , 9
2019/11/21, 131, 73, 14, , , 12
2019/11/22, 128, 70, 14, , , 12
2019/11/23, 120, 57, 8, , , 11
2019/11/24, 89, 64, 13, , , 13
2019/11/25, 101, 65, 12, , , 11
2019/11/26, 113, 71, 14, , , 10
2019/11/27, 124, 47, 10, , , 6
2019/11/28, 69, 54, 10, , , 9
2019/11/29, 84, 68, 7, , , 12
2019/11/30, 126, 54, 11, , , 7
2019/12/1, 96, 30, 16, , , 6
2019/12/2, 44, 48, 16, 37, 6, 9
2019/12/3, 82, 59, 19, 20, 7, 8
2019/12/4, 107, 51, 20, 15, 6, 5
2019/12/5, 84, 42, 20, 15, 4, 6
2019/12/6, 65, 64, 21, 22, 6, 9
2019/12/7, 116, 74, 23, 27, 9, 11
2019/12/8, 139, 85, 26, 31, 11, 15
2019/12/9, 153, 91, 26, 33, 9, 15
2019/12/10, 167, 95, 28, 35, 10, 18
2019/12/11, 177, 119, 3, 29, 8, 15
2019/12/12, 213, 78, 22, 33, 8, 14
2019/12/13, 156, 83, 9, 25, 6, 12
2019/12/14, 166, 50, 6, 20, 5, 10
2019/12/15, 95, 34, 4, 12, 3, 10
2019/12/16, 64, 28, 8, 18, 4, 13
2019/12/17, 50, 26, 6, 11, 3, 11
2019/12/18, 46, 35, 6, 13, 4, 11
2019/12/19, 63, 43, 6, 13, 4, 8
2019/12/20, 84, 52, 6, 11, 3, 9
2019/12/21, 102, 49, 5, 11, 3, 9
2019/12/22, 90, 76, 5, 12, 4, 15
2019/12/23, 154, 94, 4, 20, 4, 20
2019/12/24, 168, 41, 6, 15, 2, 9
2019/12/25, 49, 51, 6, 17, 5, 10
2019/12/26, 75, 44, 6, 11, 3, 7
2019/12/27, 68, 65, 6, 19, 7, 8
2019/12/28, 117, 74, 8, 22, 5, 11
2019/12/29, 144, , , , , 
2019/7/1, 14, 6, 28, 18, , 14
2019/7/2, 17, 6, 26, 14, , 
2019/7/3, 16, 3, 16, 15, , 
2019/7/4, 10, 5, 14, 23, , 7
2019/7/5, 10, 5, 18, 21, , 6
2019/7/6, 9, 6, 26, 23, , 6
2019/7/7, 12, 7, 20, 25, , 7
2019/7/8, 12, 7, 42, 21, , 6
2019/7/9, 13, 5, 21, 21, , 6
2019/7/10, 13, 7, 11, 26, , 9
2019/7/11, 13, 7, 15, 23, , 7
2019/7/12, 14, 8, 13, 24, , 7
2019/7/13, 13, 9, 11, 17, , 7
2019/7/14, 20, 9, 14, 24, , 11
2019/7/15, 21, 9, 441, 28, , 10
2019/7/16, 21, 7, 151, 24, , 8
2019/7/17, 14, 8, 16, 24, , 8
2019/7/18, 17, 9, 18, 27, , 8
2019/7/19, 21, 6, 14, 24, , 4
2019/7/20, 14, 7, 13, 26, , 7
2019/7/21, 14, 7, 46, 28, , 9
2019/7/22, 14, 7, 19, 28, , 10
2019/7/23, 14, 3, 28, 24, , 6
2019/7/24, 7, , 18, 21, , 7
2019/7/30, 16, 7, 34, 16, , 4
2019/7/31, 21, 6, 14, 19, , 6
2019/8/1, 17, 4, 17, 14, , 6
2019/8/2, 13, 4, 17, 8, , 2
2019/8/3, 13, 6, 18, 16, , 8
2019/8/4, 18, , , 21, , 9
2019/8/20, 8, , , 9, , 10
2019/9/14, 18, 13, 43, 9, , 7
2019/9/15, 31, 12, 36, 11, , 9
2019/9/16, 30, 29, 36, 9, , 6
2019/9/17, 54, 37, 32, 6, , 5
2019/9/18, 74, 28, 22, 7, , 7
2019/9/19, 60, 38, 39, 7, , 8
2019/9/20, 75, 36, 30, 6, , 4
2019/9/21, 61, 38, 45, 10, , 5
2019/9/22, 53, 63, 57, 15, , 6
2019/9/23, 102, 72, 46, 18, , 8
2019/9/24, 113, 76, 63, 17, , 7
2019/9/25, 122, 75, 51, 15, , 6
2019/9/26, 132, 71, 59, 18, , 8
2019/9/27, 122, 84, 58, 21, , 10
2019/9/28, 146, 88, 54, 19, , 7
2019/9/29, 154, 99, 63, 16, , 8
2019/9/30, 175, 84, 50, 17, , 9
2019/5/4, , , 17, , , 
2019/5/5, , , 71, , , 
2019/5/6, , , 24, , , 
2019/5/7, , , 56, , , 
2019/5/8, , , 25, , , 
2019/5/9, , , 5, , , 
2019/5/10, , , 4, , , 
2019/5/11, , , , , , 
2019/5/12, , , , , , 
2019/5/13, , , , , , 
2019/5/14, , , , , , 
2019/5/15, , , , , , 
2019/5/16, , , , 24, , 
2019/5/17, , , , 25, , 
2019/5/18, , , , 26, , 
2019/5/19, , , , 20, , 
2019/5/20, , , , 19, , 
2019/5/21, , , , 13, , 
2019/5/22, , , , , , 
2019/5/23, , , , , , 
2019/5/24, , , , , , 
2019/5/25, , , , , , 
2019/5/26, , , , , , 
2019/5/27, , , , , , 
2019/5/28, , , , , , 
2019/5/29, , , , , , 
2019/5/30, , , , , , 
2019/5/31, , , , , , 
2019/6/1, , , , , , 
2019/6/2, , , , , , 
2019/6/3, , , , , , 
2019/6/4, , , , , , 
2019/6/5, , , , , , 
2019/6/6, , , , , , 
2019/6/7, , , , , , 
2019/6/8, , , , , , 
2019/6/9, , , , , , 
2019/6/10, , , , , , 
2019/6/11, , , , , , 
2019/6/12, , , , , , 
2019/6/13, , , , , , 
2019/6/14, , , , , , 
2019/6/15, , , , , , 
2019/6/16, , , , , , 
2019/6/17, , , , , , 
2019/6/18, , , , , , 
2019/6/19, , , , , , 
2019/6/20, , , , , , 
2019/6/21, , , , , , 
2019/6/22, , , , , , 
2019/6/23, , , , , , 
2019/6/24, , , , , , 
2019/6/25, , , , , , 
2019/6/26, , , , , , 
2019/6/27, , 3, 26, 19, , 17
2019/6/28, 4, 7, 50, 28, , 18
2019/6/29, 14, 5, 33, 18, , 14
2019/6/30, 11, 6, 22, 21, , 15
2018/7/26, 95, 98, , , , 
2018/7/27, 180, , , , , 
2018/4/1, 60, 20, , , 32, 
2018/4/2, 65, 17, , , 30, 
2018/4/3, 54, 17, , , 30, 
2018/4/4, 55, 13, , , 30, 
2018/4/5, 47, 10, , , 29, 
2018/4/6, 36, 18, , , 31, 
2018/4/7, 40, , , , , 
2018/4/19, 14, 2, , , 32, 
2018/4/20, 8, , , , , 
2018/4/26, 8, , , , , 
2018/5/17, 47, 19, , , 28, 
2018/5/18, 48, 15, , , 28, 
2018/5/19, 60, , , , , 
2018/5/28, 85, 53, , , 29, 
2018/5/29, 105, 52, , , 29, 
2018/5/30, 107, 51, , , 29, 
2018/5/31, 114, 52, , , 29, 
2018/6/1, 122, 50, , , 29, 
2018/6/2, 108, 44, , , 29, 
2018/6/3, 94, 55, , , 29, 
2018/6/4, 109, 28, , , 29, 
2018/6/5, 55, 46, , , 30, 
2018/6/6, 87, 64, , , 30, 
2018/6/7, 127, 78, , , 31, 
2018/6/8, 146, 187, , , 30, 
2018/6/9, 299, 152, , , 30, 
2018/6/10, 219, 105, , , 30, 
2018/6/11, 184, 62, , , 30, 
2018/6/12, 102, 51, , , 31, 
2018/6/13, 67, 61, , , 30, 
2018/6/14, 110, 45, , , 30, 
2018/6/15, 88, 71, , , 30, 
2018/6/16, 143, 59, , , 30, 
2018/6/17, 106, 72, , , 31, 
2018/6/18, 128, 70, , , 31, 
2018/6/19, 119, 68, , , 31, 
2018/6/20, 111, 102, , , 31, 
2018/6/21, 171, , , , , 
2018/6/27, 89, , , , , 
2018/1/1, 123, 60, , , 41, 
2018/1/2, 158, 43, , , 39, 
2018/1/3, 118, 40, , , 38, 
2018/1/4, 113, 28, , , 37, 
2018/1/5, 83, 23, , , 36, 
2018/1/6, 73, 21, , , 36, 
2018/1/7, 71, 14, , , 36, 
2018/1/8, 46, 31, , , 36, 
2018/1/9, 91, 35, , , 41, 
2018/1/10, 100, 39, , , 44, 
2018/1/11, 110, 43, , , 46, 
2018/1/12, 118, 51, , , 49, 
2018/1/13, 131, 55, , , 43, 
2018/1/14, 148, 55, , , 42, 
2018/1/15, 143, 45, , , 40, 
2018/1/16, 128, 44, , , 41, 
2018/1/17, 126, 38, , , 40, 
2018/1/18, 110, 26, , , 44, 
2018/1/19, 76, 34, , , 40, 
2018/1/20, 103, 33, , , 38, 
2018/1/21, 100, 21, , , 38, 
2018/1/22, 70, 18, , , 37, 
2018/1/23, 64, 19, , , 37, 
2018/1/24, 67, 14, , , 37, 
2018/1/25, 55, 15, , , 37, 
2018/1/26, 57, 16, , , 38, 
2018/1/27, 61, 14, , , 36, 
2018/1/28, 52, 22, , , 37, 
2018/1/29, 69, 39, , , 37, 
2018/1/30, 110, 39, , , 37, 
2018/1/31, 111, 39, , , 44, 
2018/2/1, 109, 36, , , 44, 
2018/2/2, 99, 33, , , 45, 
2018/2/3, 93, 36, , , 49, 
2018/2/4, 100, 38, , , 42, 
2018/2/5, 107, 38, , , 38, 
2018/2/6, 105, 41, , , 40, 
2018/2/7, 117, 39, , , 36, 
2018/2/8, 112, 12, , , 34, 
2018/2/9, 42, 44, , , 24, 
2018/2/10, 124, 38, , , 22, 
2018/2/11, 115, 40, , , 22, 
2018/2/12, 119, 44, , , 28, 
2018/2/13, 126, 15, , , 24, 
2018/2/14, 50, 6, , , 23, 
2018/2/15, 24, 17, , , 23, 
2018/2/16, 63, , , , , 
2018/2/21, 44, 11, , , 23, 
2018/2/22, 42, 9, , , 24, 
2018/2/23, 40, , , , , 
2018/2/26, 29, 1, , , 25, 
2018/2/27, 6, 1, , , 24, 
2018/2/28, 4, 1, , , 24, 
2018/3/1, 4, 1, , , 24, 
2018/3/2, 3, 1, , , 24, 
2018/3/3, 3, 1, , , 24, 
2018/3/4, 4, 1, , , 24, 
2018/3/5, 2, , , , 24, 
2018/3/8, 55, 38, , , 29, 
2018/3/9, 82, 46, , , 29, 
2018/3/10, 94, 53, , , 30, 
2018/3/11, 121, 57, , , 26, 
2018/3/12, 135, 52, , , 27, 
2018/3/13, 123, 35, , , 27, 
2018/3/14, 86, 37, , , 26, 
2018/3/15, 88, 33, , , 28, 
2018/3/16, 78, 25, , , 27, 
2018/3/17, 73, 21, , , 26, 
2018/3/18, 62, 44, , , 28, 
2018/3/19, 83, 28, , , 31, 
2018/3/20, 61, , , , , 
2018/3/30, 68, 21, , , 29, 
2018/3/31, 67, 17, , , 29, 
2017/10/1, 30, 23, , , 17, 
2017/10/2, 54, 14, , , 13, 
2017/10/3, 48, 13, , , 13, 
2017/10/4, 42, 16, , , 13, 
2017/10/5, 48, 17, , , 13, 
2017/10/6, 50, 10, , , 13, 
2017/10/7, 38, , , , , 
2017/10/11, 33, 17, , , 13, 
2017/10/12, 56, 17, , , 13, 
2017/10/13, 54, 18, , , 12, 
2017/10/14, 59, 13, , , 14, 
2017/10/15, 42, 7, , , 12, 
2017/10/16, 30, 4, , , 12, 
2017/10/17, 14, 5, , , 12, 
2017/10/18, 17, 16, , , 13, 
2017/10/19, 49, , , , , 
2017/10/23, 46, 6, , , 13, 
2017/10/24, 20, 12, , , 14, 
2017/10/25, 38, 18, , , 14, 
2017/10/26, 53, 6, , , 13, 
2017/10/27, 26, , , , , 
2017/10/30, 98, 26, , , 13, 
2017/10/31, 80, 31, , , 13, 
2017/11/1, 86, 30, , , 13, 
2017/11/2, 86, 29, , , 13, 
2017/11/3, 79, 23, , , 14, 
2017/11/4, 58, 23, , , 14, 
2017/11/5, 68, 19, , , 13, 
2017/11/6, 64, 11, , , 13, 
2017/11/7, 32, 11, , , 13, 
2017/11/8, 40, 4, , , 13, 
2017/11/9, 16, 7, , , 13, 
2017/11/10, 24, 8, , , 13, 
2017/11/11, 30, 4, , , 13, 
2017/11/12, 18, 2, , , 13, 
2017/11/13, 9, 5, , , 13, 
2017/11/14, 19, 10, , , 13, 
2017/11/15, 38, 7, , , 16, 
2017/11/16, 27, 7, , , 17, 
2017/11/17, 23, 7, , , 15, 
2017/11/18, 18, 5, , , 13, 
2017/11/19, 23, 7, , , 13, 
2017/11/20, 23, 9, , , 13, 
2017/11/21, 36, 8, , , 13, 
2017/11/22, 33, , , , , 
2017/11/24, 26, 5, , , 13, 
2017/11/25, 19, 5, , , 13, 
2017/11/26, 18, 3, , , 14, 
2017/11/27, 9, 60, , , 13, 
2017/11/28, 141, 65, , , 13, 
2017/11/29, 154, 61, , , 13, 
2017/11/30, 146, 30, , , 13, 
2017/12/1, 83, 38, , , 13, 
2017/12/2, 108, 49, , , 14, 
2017/12/3, 125, 34, , , 13, 
2017/12/4, 96, 28, , , 13, 
2017/12/5, 79, 42, , , 13, 
2017/12/6, 111, 52, , , 37, 
2017/12/7, 142, 34, , , 36, 
2017/12/8, 99, 33, , , 37, 
2017/12/9, 93, 52, , , 36, 
2017/12/10, 144, 46, , , 37, 
2017/12/11, 129, 48, , , 35, 
2017/12/12, 140, 37, , , 36, 
2017/12/13, 102, 31, , , 35, 
2017/12/14, 85, 20, , , 36, 
2017/12/15, 63, 19, , , 36, 
2017/12/16, 59, 39, , , 36, 
2017/12/17, 109, 50, , , 38, 
2017/12/18, 131, 38, , , 44, 
2017/12/19, 105, 46, , , 46, 
2017/12/20, 121, 44, , , 46, 
2017/12/21, 117, 52, , , 52, 
2017/12/22, 132, 56, , , 47, 
2017/12/23, 148, 44, , , 40, 
2017/12/24, 121, 56, , , 46, 
2017/12/25, 142, 66, , , 47, 
2017/12/26, 160, 55, , , 37, 
2017/12/27, 150, 44, , , 37, 
2017/12/28, 127, 52, , , 40, 
2017/12/29, 142, 20, , , 37, 
2017/12/30, 67, 33, , , 38, 
2017/12/31, 94, 46, , , 43, 
2017/7/1, 66, 34, 23, 11, 14, 
2017/7/2, 64, 23, 23, 10, 14, 
2017/7/3, 49, 6, 25, 10, 13, 
2017/7/4, 11, 5, 26, 8, 13, 
2017/7/5, 8, 3, 26, 8, 13, 
2017/7/6, 5, 3, 26, 9, 13, 
2017/7/7, 7, 2, 24, 9, 13, 
2017/7/8, 5, 2, 34, 8, 13, 
2017/7/9, 5, 2, 23, 8, 13, 
2017/7/10, 7, 2, 22, 8, 13, 
2017/7/11, 5, 20, 21, 8, 13, 
2017/7/12, 36, 33, 21, 8, 13, 
2017/7/13, 64, 28, 21, 9, 14, 
2017/7/14, 46, 25, 21, 8, 13, 
2017/7/15, 57, 20, 20, 8, 13, 
2017/7/16, 47, 14, 22, 7, 13, 
2017/7/17, 39, 23, 20, 8, 13, 
2017/7/18, 61, 18, 22, 8, 13, 
2017/7/19, 51, 21, 21, 7, 13, 
2017/7/20, 55, 27, 20, 8, 13, 
2017/7/21, 58, 24, 24, 9, 13, 
2017/7/22, 63, 20, 18, 10, 14, 
2017/7/23, 47, 39, 20, 13, 14, 
2017/7/24, 82, 35, 18, 7, 13, 
2017/7/25, 96, , , , , 
2017/8/7, 44, 22, 19, 12, 15, 
2017/8/8, 44, 23, 18, 7, 14, 
2017/8/9, 57, , , , , 
2017/8/11, 46, 17, 19, 9, 13, 
2017/8/12, 32, 26, 18, 10, 15, 
2017/8/13, 60, 27, 18, 10, 15, 
2017/8/14, 67, 16, 20, 7, 13, 
2017/8/15, 46, 13, 19, 8, 14, 
2017/8/16, 41, 15, 18, 8, 14, 
2017/8/17, 48, 33, 18, 8, 13, 
2017/8/18, 91, 28, 17, 13, 15, 
2017/8/19, 70, , , , , 
2017/8/22, 62, 35, 18, 2, 16, 
2017/8/23, 82, 102, 498, 3, 15, 
2017/8/24, 35, 53, 5, 1, 13, 
2017/8/25, 90, 18, , , 14, 
2017/8/26, 57, 21, , , 14, 
2017/8/27, 58, 19, , , 14, 
2017/8/28, 51, 12, , , 14, 
2017/8/29, 38, 13, , , 14, 
2017/8/30, 39, 29, , , 15, 
2017/8/31, 79, 21, , , 15, 
2017/9/1, 58, 14, , , 15, 
2017/9/2, 45, 12, , , 14, 
2017/9/3, 39, 24, , , 15, 
2017/9/4, 68, 18, , , 15, 
2017/9/5, 52, 18, , , 14, 
2017/9/6, 53, , , , , 
2017/9/9, 40, 7, , , 13, 
2017/9/10, 26, , , , , 
2017/9/19, 50, 18, , , 14, 
2017/9/20, 45, 23, , , 13, 
2017/9/21, 63, 24, , , 13, 
2017/9/22, 72, , , , , 
2017/9/25, 53, 15, , , 13, 
2017/9/26, 36, 23, , , 13, 
2017/9/27, 62, 24, , , 14, 
2017/9/28, 59, 24, , , 14, 
2017/9/29, 61, 21, , , 14, 
2017/9/30, 55, 10, , , 13, 
2017/4/1, 87, 48, 13, 34, 16, 
2017/4/2, 106, 52, 16, 36, 17, 
2017/4/3, 116, 34, 9, 20, 13, 
2017/4/4, 83, 37, 12, 17, 13, 
2017/4/5, 88, 34, 13, 14, 13, 
2017/4/6, 83, 32, 18, 12, 12, 
2017/4/7, 79, 35, 20, 11, 12, 
2017/4/8, 84, 40, 18, 14, 13, 
2017/4/9, 92, 46, 18, 18, 14, 
2017/4/10, 101, 44, 15, 28, 14, 
2017/4/11, 94, 34, 12, 19, 13, 
2017/4/12, 83, 18, 14, 55, 15, 
2017/4/13, 48, 23, 14, 75, 14, 
2017/4/14, 55, 4, 4, 39, 12, 
2017/4/15, 14, , , , , 
2017/4/17, 39, 8, 17, 36, 12, 
2017/4/18, 26, 10, 22, 51, 13, 
2017/4/19, 30, 24, 15, 27, 13, 
2017/4/20, 53, 50, 14, 22, 13, 
2017/4/21, 113, , , , , 
2017/4/25, 78, 41, 16, 25, 13, 
2017/4/26, 98, 28, 15, 19, 13, 
2017/4/27, 72, 38, 17, 29, 14, 
2017/4/28, 82, 42, 13, 30, 14, 
2017/4/29, 87, 35, 14, 22, 13, 
2017/4/30, 87, 30, 12, 16, 12, 
2017/5/1, 73, 30, 9, 15, 12, 
2017/5/2, 73, 36, 9, 17, 12, 
2017/5/3, 83, 34, 16, 22, 13, 
2017/5/4, 81, 30, 10, 26, 13, 
2017/5/5, 71, 35, 13, 24, 13, 
2017/5/6, 85, 30, 11, 21, 13, 
2017/5/7, 74, 26, 10, 17, 12, 
2017/5/8, 65, 27, 11, 20, 13, 
2017/5/9, 66, 26, 11, 19, 12, 
2017/5/10, 66, 24, 9, 14, 12, 
2017/5/11, 60, 21, 16, 16, 12, 
2017/5/12, 60, 27, 12, 25, 12, 
2017/5/13, 68, 24, 9, 16, 12, 
2017/5/14, 61, 22, 11, 16, 12, 
2017/5/15, 57, 28, 12, 16, 12, 
2017/5/16, 70, , , , , 
2017/5/18, 75, 15, 13, 13, 12, 
2017/5/19, 56, 24, 11, 18, 12, 
2017/5/20, 64, 32, 17, 18, 13, 
2017/5/21, 78, 27, 12, 15, 12, 
2017/5/22, 65, 31, 11, 17, 12, 
2017/5/23, 72, 21, 14, 18, 11, 
2017/5/24, 60, 25, 13, 17, 11, 
2017/5/25, 61, 26, 12, 21, 11, 
2017/5/26, 55, 37, 15, 24, 12, 
2017/5/27, 81, 47, 16, 27, 12, 
2017/5/28, 102, 58, 17, 28, 12, 
2017/5/29, 136, , , , , 
2017/5/31, 72, 29, 15, 14, 14, 
2017/6/1, 59, 34, 16, 15, 16, 
2017/6/2, 62, 27, 15, 14, 17, 
2017/6/3, 45, 26, 17, 14, 17, 
2017/6/4, 49, 25, 17, 15, 18, 
2017/6/5, 47, 9, 14, 13, 14, 
2017/6/6, 22, 3, 13, 13, 12, 
2017/6/7, 10, 4, 14, 12, 13, 
2017/6/8, 12, 3, 14, 11, 13, 
2017/6/9, 8, 4, 14, 11, 13, 
2017/6/10, 10, , , , , 
2017/6/12, 14, 2, 15, 14, 13, 
2017/6/13, 7, 2, 16, 10, 14, 
2017/6/14, 7, 4, 16, 12, 14, 
2017/6/15, 10, 3, 15, 13, 14, 
2017/6/16, 9, 2, 14, 11, 13, 
2017/6/17, 6, 2, 15, 11, 13, 
2017/6/18, 8, 3, 13, 11, 13, 
2017/6/19, 10, , , , , 
2017/6/21, 4, 3, 14, 13, 14, 
2017/6/22, 6, 9, 17, 10, 14, 
2017/6/23, 21, 21, 17, 9, 14, 
2017/6/24, 52, 23, 17, 11, 14, 
2017/6/25, 54, 31, 17, 10, 14, 
2017/6/26, 68, 23, 18, 9, 15, 
2017/6/27, 56, 21, 19, 8, 14, 
2017/6/28, 53, 27, 19, 9, 13, 
2017/6/29, 64, 30, 21, 10, 14, 
2017/6/30, 62, 36, 21, 11, 14, 
2017/1/2, 158, 61, 36, 11, 17, 69
2017/1/3, 159, 42, 20, 8, 18, 66
2017/1/4, 115, 26, 9, 6, 12, 28
2017/1/5, 80, 35, 15, 7, 12, 48
